155.708	155.663	155.506	155.532	155.58	155.414	155.5	155.31
139.044	139.312	139.029	138.866	139.082	138.911	138.773	138.653
109.878	110.068	110.195	110.046	109.804	109.76	109.921	109.495
126.261	126.404	126.381	126.186	126.096	126.028	125.923	125.832
150.964	151.324	150.913	150.888	150.985	150.721	150.896	150.539
100.844	100.947	100.845	100.827	100.627	100.568	100.324	100.04
162.406	162.404	162.055	162.53	162.321	162.148	162.085	161.862
99.959	100.124	99.709	99.853	99.945	99.686	99.604	99.354
95.029	95.443	94.961	95.268	95.216	94.879	94.703	94.605
120.103	120.324	120.357	120.284	120.301	120.198	119.818	119.776
155.237	155.479	155.669	155.532	155.857	155.581	155.318	155.3
118.837	119.249	118.933	119.107	119.12	119.081	118.572	118.554
158.174	158.667	158.339	158.739	158.644	158.36	157.645	157.678
116.358	116.858	116.629	116.747	116.699	116.255	115.957	116.022
126.513	126.532	126.696	126.62	126.957	126.722	126.434	126.294
134.016	134.594	134.34	134.656	134.908	134.543	134.211	134.28
142.067	142.334	142.326	142.593	142.573	142.133	142.002	141.964
108.456	108.505	108.129	108.237	108.278	108.223	108.122	107.837
118.423	118.517	118.069	118.346	118.366	117.857	117.812	117.488
105.124	105.425	105.091	105.275	105.271	105.095	104.897	104.884
116.234	116.736	116.321	116.462	116.747	116.305	116.06	116.138
124.106	124.463	124.211	124.403	124.355	123.7	123.98	123.89
149.195	148.225	147.81	149.558	149.431	149.3	148.94	148.917
112.061	112.184	111.692	112.089	111.924	111.727	111.766	111.741
97.07	97.247	97.245	97.028	97.181	96.849	96.95	96.817
134.105	134.483	134.318	134.326	134.275	134.294	134.061	133.988
133.914	133.968	133.892	133.86	133.624	133.743	133.597	133.439
141.216	141.343	141.115	141.299	141.074	140.837	140.759	140.519
107.143	106.648	106.349	106.444	106.302	106.269	106.528	106.218
196.315	196.064	195.699	195.769	195.922	195.793	195.627	195.508
186.512	186.496	187.502	187.533	186.881	186.328	186.215	187.44
82.793	82.49	82.608	82.258	82.032	82.197	82.275	82.097
