Cal_V	ADC
10.0	273.15
20.0	281.07
30.0	289.13
40.0	297.34
50.0	305.70
60.0	314.22
70.0	322.88
80.0	331.69
90.0	340.66
100.0	349.77
200.0	449.18
300.0	509.21
400.0	578.77
500.0	626.88
600.0	671.68
700.0	728.75
800.0	755.06
900.0	792.62
1000.0	819.75
1200.0	869.39
1400.0	910.50
1600.0	953.19
1800.0	980.18
2000.0	1004.52
4000.0	1184.41
6000.0	1273.18
8000.0	1334.00
10000.0	1385.92
12000.0	1425.16
14000.0	1461.40
16000.0	1500.22
18000.0	1523.32
20000.0	1563.69
22000.0	1588.28
24000.0	1614.88
26000.0	1643.65
28000.0	1676.52
30000.0	1697.44
32000.0	1720.91
34000.0	1746.42
36000.0	1761.16
38000.0	1784.58
40000.0	1806.20
42000.0	1818.08
44000.0	1849.43
46000.0	1864.86
48000.0	1877.37
50000.0	1895.05
52000.0	1922.27
54000.0	1943.30
56000.0	1953.22
58000.0	1971.46
60000.0	1988.51
62000.0	1994.84
64000.0	2011.79
