Cal_V	ADC
10.0	315.40
20.0	323.34
30.0	331.33
40.0	339.37
50.0	347.46
60.0	355.60
70.0	363.79
80.0	372.03
90.0	380.32
100.0	388.67
200.0	474.87
300.0	542.54
400.0	597.44
500.0	643.64
600.0	680.11
700.0	711.05
800.0	735.65
900.0	757.57
1000.0	778.16
1200.0	811.80
1400.0	839.63
1600.0	861.38
1800.0	881.79
2000.0	899.30
4000.0	1014.55
6000.0	1085.67
8000.0	1138.22
10000.0	1183.01
12000.0	1221.88
14000.0	1256.44
16000.0	1288.71
18000.0	1318.20
20000.0	1346.20
22000.0	1373.34
24000.0	1398.92
26000.0	1423.72
28000.0	1447.87
30000.0	1470.57
32000.0	1495.05
34000.0	1516.60
36000.0	1538.59
38000.0	1560.79
40000.0	1581.96
42000.0	1602.58
44000.0	1622.81
46000.0	1644.01
48000.0	1663.42
50000.0	1684.33
52000.0	1703.99
54000.0	1722.59
56000.0	1743.15
58000.0	1761.63
60000.0	1780.40
62000.0	1799.08
64000.0	1818.87
