Cal_V	ADC
10.0	385.88
20.0	394.61
30.0	403.38
40.0	412.17
50.0	421.00
60.0	429.85
70.0	438.73
80.0	447.64
90.0	456.58
100.0	465.55
200.0	556.86
300.0	631.68
400.0	696.32
500.0	747.22
600.0	790.04
700.0	824.24
800.0	852.66
900.0	877.17
1000.0	898.75
1200.0	933.65
1400.0	962.58
1600.0	985.89
1800.0	1006.04
2000.0	1024.51
4000.0	1140.47
6000.0	1207.29
8000.0	1258.55
10000.0	1302.25
12000.0	1338.70
14000.0	1372.61
16000.0	1402.76
18000.0	1434.11
20000.0	1460.03
22000.0	1486.43
24000.0	1510.84
26000.0	1534.61
28000.0	1559.03
30000.0	1581.47
32000.0	1603.60
34000.0	1625.32
36000.0	1646.15
38000.0	1666.99
40000.0	1687.63
42000.0	1708.02
44000.0	1727.15
46000.0	1747.78
48000.0	1767.07
50000.0	1784.98
52000.0	1804.25
54000.0	1822.97
56000.0	1840.92
58000.0	1859.87
60000.0	1878.48
62000.0	1896.86
64000.0	1913.35
