Cal_V	ADC
10.0	317.74
20.0	326.30
30.0	334.86
40.0	343.42
50.0	351.98
60.0	360.53
70.0	369.09
80.0	377.65
90.0	386.21
100.0	394.77
200.0	480.35
300.0	545.04
400.0	599.65
500.0	643.80
600.0	681.29
700.0	710.89
800.0	735.56
900.0	757.47
1000.0	776.35
1200.0	809.31
1400.0	834.80
1600.0	859.92
1800.0	878.98
2000.0	898.06
4000.0	1007.83
6000.0	1077.94
8000.0	1128.84
10000.0	1172.09
12000.0	1208.79
14000.0	1243.94
16000.0	1274.41
18000.0	1304.80
20000.0	1330.90
22000.0	1357.14
24000.0	1382.15
26000.0	1407.21
28000.0	1433.17
30000.0	1454.27
32000.0	1477.64
34000.0	1498.32
36000.0	1520.38
38000.0	1540.39
40000.0	1561.91
42000.0	1582.95
44000.0	1601.26
46000.0	1622.32
48000.0	1641.74
50000.0	1660.77
52000.0	1681.11
54000.0	1700.47
56000.0	1718.97
58000.0	1736.69
60000.0	1756.01
62000.0	1774.61
64000.0	1793.02
