Cal_V	ADC
10.0	266.00
20.0	274.15
30.0	282.36
40.0	290.64
50.0	298.99
60.0	307.41
70.0	315.89
80.0	324.44
90.0	333.06
100.0	341.75
200.0	432.34
300.0	504.97
400.0	565.09
500.0	613.59
600.0	653.25
700.0	684.82
800.0	713.14
900.0	735.87
1000.0	756.59
1200.0	790.92
1400.0	818.45
1600.0	842.21
1800.0	862.11
2000.0	879.56
4000.0	993.32
6000.0	1063.86
8000.0	1115.21
10000.0	1159.90
12000.0	1179.85
14000.0	1229.88
16000.0	1271.46
18000.0	1301.59
20000.0	1326.59
22000.0	1351.28
24000.0	1374.98
26000.0	1398.36
28000.0	1421.81
30000.0	1443.86
32000.0	1465.66
34000.0	1488.42
36000.0	1509.17
38000.0	1530.13
40000.0	1551.52
42000.0	1572.51
44000.0	1591.95
46000.0	1612.85
48000.0	1632.57
50000.0	1652.01
52000.0	1671.31
54000.0	1690.48
56000.0	1709.84
58000.0	1727.82
60000.0	1748.08
62000.0	1766.07
64000.0	1784.06
