Cal_V	ADC
10.0	321.36
20.0	329.20
30.0	337.11
40.0	345.09
50.0	353.14
60.0	361.25
70.0	369.43
80.0	377.67
90.0	385.99
100.0	394.37
200.0	481.88
300.0	550.04
400.0	607.02
500.0	652.65
600.0	690.34
700.0	720.46
800.0	746.33
900.0	769.77
1000.0	788.83
1200.0	822.52
1400.0	849.42
1600.0	872.23
1800.0	892.09
2000.0	910.47
4000.0	1025.46
6000.0	1095.31
8000.0	1147.50
10000.0	1191.86
12000.0	1230.09
14000.0	1264.21
16000.0	1295.93
18000.0	1325.27
20000.0	1354.02
22000.0	1379.93
24000.0	1404.88
26000.0	1430.50
28000.0	1453.79
30000.0	1476.67
32000.0	1499.60
34000.0	1521.50
36000.0	1542.70
38000.0	1563.96
40000.0	1584.78
42000.0	1604.58
44000.0	1625.88
46000.0	1645.52
48000.0	1665.22
50000.0	1685.58
52000.0	1704.80
54000.0	1723.99
56000.0	1743.35
58000.0	1762.14
60000.0	1779.91
62000.0	1798.62
64000.0	1817.87
