Cal_V	ADC
10.0	311.99
20.0	320.14
30.0	328.37
40.0	336.69
50.0	345.10
60.0	353.60
70.0	362.18
80.0	370.85
90.0	379.61
100.0	388.45
200.0	481.65
300.0	556.74
400.0	617.32
500.0	669.14
600.0	709.76
700.0	743.99
800.0	773.48
900.0	797.70
1000.0	820.08
1200.0	855.50
1400.0	886.26
1600.0	912.11
1800.0	933.83
2000.0	953.65
4000.0	1074.95
6000.0	1147.92
8000.0	1202.54
10000.0	1247.22
12000.0	1287.07
14000.0	1321.29
16000.0	1354.78
18000.0	1384.57
20000.0	1412.66
22000.0	1440.87
24000.0	1465.84
26000.0	1491.68
28000.0	1515.84
30000.0	1540.44
32000.0	1565.04
34000.0	1587.24
36000.0	1607.97
38000.0	1630.35
40000.0	1649.55
42000.0	1671.53
44000.0	1691.92
46000.0	1712.14
48000.0	1732.27
50000.0	1751.20
52000.0	1771.49
54000.0	1789.46
56000.0	1809.57
58000.0	1828.10
60000.0	1846.26
62000.0	1865.33
64000.0	1884.79
