Cal_V	ADC
10.0	277.80
20.0	277.80
30.0	277.80
40.0	277.80
50.0	277.80
60.0	277.80
70.0	277.80
80.0	277.80
90.0	277.80
100.0	277.80
200.0	277.80
300.0	277.33
400.0	277.27
500.0	277.35
600.0	277.12
700.0	277.20
800.0	277.13
900.0	277.15
1000.0	277.23
1200.0	277.07
1400.0	277.21
1600.0	277.25
1800.0	277.09
2000.0	277.03
4000.0	276.71
6000.0	276.90
8000.0	276.77
10000.0	276.86
12000.0	276.79
14000.0	276.53
16000.0	276.54
18000.0	276.46
20000.0	276.54
22000.0	276.35
24000.0	276.35
26000.0	276.51
28000.0	276.31
30000.0	276.30
32000.0	276.48
34000.0	276.49
36000.0	276.29
38000.0	276.41
40000.0	276.43
42000.0	276.32
44000.0	276.41
46000.0	276.49
48000.0	276.12
50000.0	276.08
52000.0	275.88
54000.0	276.15
56000.0	276.21
58000.0	276.01
60000.0	276.16
62000.0	276.19
64000.0	276.08
