Cal_V	ADC
10.0	265.93
20.0	274.51
30.0	283.15
40.0	291.85
50.0	300.60
60.0	309.42
70.0	318.29
80.0	327.22
90.0	336.21
100.0	345.25
200.0	438.92
300.0	516.39
400.0	582.31
500.0	635.50
600.0	678.90
700.0	714.77
800.0	744.21
900.0	769.92
1000.0	791.61
1200.0	827.31
1400.0	856.46
1600.0	880.82
1800.0	903.14
2000.0	920.17
4000.0	1038.54
6000.0	1109.02
8000.0	1162.85
10000.0	1206.64
12000.0	1246.09
14000.0	1279.83
16000.0	1311.36
18000.0	1340.70
20000.0	1369.14
22000.0	1395.50
24000.0	1421.08
26000.0	1445.40
28000.0	1469.22
30000.0	1492.74
32000.0	1515.33
34000.0	1537.22
36000.0	1559.17
38000.0	1580.52
40000.0	1600.72
42000.0	1621.93
44000.0	1642.40
46000.0	1661.37
48000.0	1682.87
50000.0	1702.58
52000.0	1721.28
54000.0	1740.92
56000.0	1760.55
58000.0	1779.36
60000.0	1797.26
62000.0	1817.04
64000.0	1835.32
