Cal_V	ADC
10.0	91.35
20.0	99.86
30.0	108.39
40.0	116.91
50.0	125.44
60.0	133.97
70.0	142.50
80.0	151.03
90.0	159.57
100.0	168.11
200.0	253.69
300.0	323.37
400.0	380.24
500.0	426.57
600.0	464.69
700.0	495.30
800.0	522.54
900.0	544.71
1000.0	564.74
1200.0	597.12
1400.0	623.27
1600.0	646.66
1800.0	665.93
2000.0	683.03
4000.0	793.39
6000.0	861.38
8000.0	914.17
10000.0	956.86
12000.0	994.16
14000.0	1028.19
16000.0	1059.47
18000.0	1088.05
20000.0	1116.03
22000.0	1141.65
24000.0	1167.22
26000.0	1191.44
28000.0	1214.57
30000.0	1237.95
32000.0	1260.13
34000.0	1281.54
36000.0	1302.33
38000.0	1323.48
40000.0	1344.33
42000.0	1365.78
44000.0	1385.61
46000.0	1405.33
48000.0	1426.00
50000.0	1446.51
52000.0	1464.64
54000.0	1484.75
56000.0	1503.52
58000.0	1521.58
60000.0	1540.83
62000.0	1559.18
64000.0	1578.67
