Cal_V	ADC
10.0	239.77
20.0	248.00
30.0	256.31
40.0	264.71
50.0	273.18
60.0	281.73
70.0	290.35
80.0	299.06
90.0	307.85
100.0	316.71
200.0	409.72
300.0	484.94
400.0	547.01
500.0	598.86
600.0	640.45
700.0	674.20
800.0	702.47
900.0	727.01
1000.0	748.23
1200.0	783.25
1400.0	813.51
1600.0	838.42
1800.0	858.21
2000.0	877.96
4000.0	995.26
6000.0	1066.91
8000.0	1121.29
10000.0	1165.53
12000.0	1204.30
14000.0	1239.11
16000.0	1271.97
18000.0	1301.57
20000.0	1329.19
22000.0	1357.14
24000.0	1381.98
26000.0	1407.31
28000.0	1431.36
30000.0	1454.53
32000.0	1477.47
34000.0	1500.26
36000.0	1522.09
38000.0	1543.64
40000.0	1564.73
42000.0	1585.42
44000.0	1605.08
46000.0	1625.90
48000.0	1645.74
50000.0	1664.22
52000.0	1685.76
54000.0	1704.62
56000.0	1723.69
58000.0	1743.14
60000.0	1761.78
62000.0	1779.52
64000.0	1798.28
