Cal_V	ADC
10.0	289.73
20.0	297.47
30.0	305.29
40.0	313.21
50.0	321.22
60.0	329.33
70.0	337.53
80.0	345.82
90.0	354.20
100.0	362.68
200.0	452.58
300.0	523.38
400.0	582.54
500.0	630.33
600.0	668.87
700.0	701.85
800.0	728.14
900.0	751.61
1000.0	771.87
1200.0	806.07
1400.0	833.40
1600.0	856.26
1800.0	877.15
2000.0	894.57
4000.0	1008.52
6000.0	1078.73
8000.0	1130.45
10000.0	1173.59
12000.0	1211.66
14000.0	1245.24
16000.0	1276.66
18000.0	1306.13
20000.0	1333.60
22000.0	1360.53
24000.0	1385.83
26000.0	1409.85
28000.0	1433.59
30000.0	1456.67
32000.0	1478.48
34000.0	1500.68
36000.0	1522.02
38000.0	1542.93
40000.0	1564.20
42000.0	1584.80
44000.0	1604.63
46000.0	1625.05
48000.0	1644.80
50000.0	1663.76
52000.0	1683.94
54000.0	1703.21
56000.0	1721.15
58000.0	1740.77
60000.0	1758.98
62000.0	1777.26
64000.0	1795.51
