Cal_V	ADC
10.0	298.75
20.0	306.91
30.0	315.17
40.0	323.51
50.0	331.95
60.0	340.47
70.0	349.09
80.0	357.80
90.0	366.59
100.0	375.48
200.0	469.35
300.0	543.51
400.0	607.34
500.0	659.54
600.0	701.41
700.0	736.01
800.0	764.99
900.0	790.08
1000.0	810.89
1200.0	846.90
1400.0	875.33
1600.0	899.13
1800.0	920.13
2000.0	938.04
4000.0	1055.86
6000.0	1125.12
8000.0	1177.95
10000.0	1220.42
12000.0	1259.44
14000.0	1294.57
16000.0	1325.00
18000.0	1353.90
20000.0	1382.60
22000.0	1407.64
24000.0	1432.87
26000.0	1457.09
28000.0	1481.00
30000.0	1504.27
32000.0	1526.42
34000.0	1549.08
36000.0	1571.11
38000.0	1591.93
40000.0	1612.54
42000.0	1633.70
44000.0	1652.94
46000.0	1673.88
48000.0	1693.50
50000.0	1712.57
52000.0	1732.23
54000.0	1752.11
56000.0	1770.66
58000.0	1788.58
60000.0	1808.48
62000.0	1826.40
64000.0	1843.93
