Cal_V	ADC
10.0	279.28
20.0	287.08
30.0	294.95
40.0	302.89
50.0	310.90
60.0	318.98
70.0	327.13
80.0	335.35
90.0	343.65
100.0	352.01
200.0	439.54
300.0	508.87
400.0	565.69
500.0	611.46
600.0	648.88
700.0	680.22
800.0	707.86
900.0	729.52
1000.0	749.12
1200.0	783.96
1400.0	811.04
1600.0	834.77
1800.0	853.69
2000.0	871.97
4000.0	985.48
6000.0	1055.47
8000.0	1108.30
10000.0	1151.19
12000.0	1188.50
14000.0	1222.24
16000.0	1253.50
18000.0	1284.15
20000.0	1311.03
22000.0	1337.71
24000.0	1363.54
26000.0	1387.64
28000.0	1410.24
30000.0	1434.59
32000.0	1457.76
34000.0	1479.63
36000.0	1500.26
38000.0	1522.29
40000.0	1543.05
42000.0	1564.34
44000.0	1583.80
46000.0	1603.69
48000.0	1624.74
50000.0	1643.64
52000.0	1662.15
54000.0	1683.27
56000.0	1701.71
58000.0	1719.95
60000.0	1738.15
62000.0	1757.34
64000.0	1775.23
