Cal_V	ADC
10.0	188.81
20.0	196.40
30.0	204.03
40.0	211.68
50.0	219.37
60.0	227.09
70.0	234.84
80.0	242.62
90.0	250.43
100.0	258.28
200.0	338.46
300.0	400.63
400.0	451.50
500.0	492.03
600.0	526.04
700.0	553.32
800.0	578.94
900.0	599.16
1000.0	617.98
1200.0	648.76
1400.0	674.50
1600.0	697.37
1800.0	716.77
2000.0	733.72
4000.0	846.28
6000.0	914.84
8000.0	967.43
10000.0	1011.43
12000.0	1048.78
14000.0	1083.89
16000.0	1114.88
18000.0	1144.30
20000.0	1172.34
22000.0	1199.46
24000.0	1224.92
26000.0	1249.21
28000.0	1272.93
30000.0	1296.39
32000.0	1319.60
34000.0	1340.54
36000.0	1362.93
38000.0	1384.03
40000.0	1404.22
42000.0	1426.10
44000.0	1446.66
46000.0	1466.31
48000.0	1486.30
50000.0	1506.23
52000.0	1525.35
54000.0	1546.07
56000.0	1565.46
58000.0	1584.27
60000.0	1603.34
62000.0	1622.70
64000.0	1640.75
