Cal_V	ADC
10.0	310.40
20.0	318.70
30.0	327.07
40.0	335.50
50.0	344.01
60.0	352.58
70.0	361.23
80.0	369.94
90.0	378.72
100.0	387.57
200.0	479.88
300.0	555.30
400.0	619.34
500.0	671.34
600.0	713.76
700.0	748.42
800.0	777.96
900.0	802.54
1000.0	823.36
1200.0	858.82
1400.0	887.43
1600.0	911.77
1800.0	931.75
2000.0	950.16
4000.0	1065.75
6000.0	1135.28
8000.0	1187.20
10000.0	1230.33
12000.0	1269.13
14000.0	1303.53
16000.0	1334.22
18000.0	1363.69
20000.0	1391.50
22000.0	1417.86
24000.0	1443.39
26000.0	1467.38
28000.0	1490.48
30000.0	1514.11
32000.0	1536.09
34000.0	1558.65
36000.0	1580.06
38000.0	1601.36
40000.0	1622.30
42000.0	1643.10
44000.0	1662.64
46000.0	1683.05
48000.0	1703.14
50000.0	1721.82
52000.0	1741.54
54000.0	1761.06
56000.0	1779.03
58000.0	1798.14
60000.0	1817.19
62000.0	1835.34
64000.0	1852.77
