Cal_V	ADC
10.0	96.38
20.0	105.20
30.0	114.03
40.0	122.85
50.0	131.67
60.0	140.50
70.0	149.32
80.0	158.14
90.0	166.97
100.0	175.79
200.0	264.03
300.0	336.23
400.0	398.50
500.0	449.40
600.0	488.54
700.0	523.00
800.0	550.47
900.0	574.83
1000.0	595.18
1200.0	629.34
1400.0	657.40
1600.0	680.27
1800.0	701.32
2000.0	719.17
4000.0	831.78
6000.0	900.53
8000.0	952.40
10000.0	995.38
12000.0	1033.51
14000.0	1066.77
16000.0	1098.09
18000.0	1126.92
20000.0	1155.12
22000.0	1181.82
24000.0	1206.44
26000.0	1231.61
28000.0	1253.73
30000.0	1277.04
32000.0	1300.02
34000.0	1321.73
36000.0	1342.13
38000.0	1364.12
40000.0	1385.24
42000.0	1404.54
44000.0	1426.06
46000.0	1446.25
48000.0	1465.78
50000.0	1485.77
52000.0	1505.30
54000.0	1524.67
56000.0	1544.15
58000.0	1562.96
60000.0	1580.85
62000.0	1599.80
64000.0	1618.24
