Cal_V	ADC
10.0	278.39
20.0	287.48
30.0	296.61
40.0	305.77
50.0	314.97
60.0	324.20
70.0	333.46
80.0	342.76
90.0	352.10
100.0	361.47
200.0	457.04
300.0	536.41
400.0	605.16
500.0	662.27
600.0	708.13
700.0	745.38
800.0	776.90
900.0	802.75
1000.0	825.30
1200.0	862.00
1400.0	892.18
1600.0	916.96
1800.0	937.87
2000.0	956.67
4000.0	1074.92
6000.0	1145.92
8000.0	1198.83
10000.0	1242.10
12000.0	1280.08
14000.0	1314.11
16000.0	1345.15
18000.0	1374.45
20000.0	1402.94
22000.0	1429.04
24000.0	1453.61
26000.0	1478.45
28000.0	1501.08
30000.0	1524.00
32000.0	1546.43
34000.0	1569.29
36000.0	1589.38
38000.0	1610.98
40000.0	1631.52
42000.0	1651.78
44000.0	1671.43
46000.0	1692.16
48000.0	1711.51
50000.0	1731.13
52000.0	1751.01
54000.0	1769.52
56000.0	1787.49
58000.0	1806.70
60000.0	1824.87
62000.0	1842.78
64000.0	1860.49
