Cal_V	ADC
10.0	115.30
20.0	123.82
30.0	132.33
40.0	140.85
50.0	149.37
60.0	157.88
70.0	166.40
80.0	174.92
90.0	183.44
100.0	191.95
200.0	277.13
300.0	344.89
400.0	402.08
500.0	448.60
600.0	485.16
700.0	516.71
800.0	542.35
900.0	564.29
1000.0	583.91
1200.0	616.08
1400.0	643.13
1600.0	664.27
1800.0	684.21
2000.0	702.09
4000.0	811.91
6000.0	879.62
8000.0	931.28
10000.0	974.22
12000.0	1012.15
14000.0	1045.86
16000.0	1077.02
18000.0	1105.48
20000.0	1133.64
22000.0	1159.44
24000.0	1184.05
26000.0	1208.34
28000.0	1231.71
30000.0	1254.49
32000.0	1276.96
34000.0	1298.88
36000.0	1320.81
38000.0	1340.84
40000.0	1362.06
42000.0	1382.66
44000.0	1402.24
46000.0	1423.31
48000.0	1442.88
50000.0	1461.84
52000.0	1481.35
54000.0	1501.49
56000.0	1520.36
58000.0	1538.49
60000.0	1558.24
62000.0	1577.46
64000.0	1595.60
