Cal_V	ADC
10.0	247.91
20.0	255.51
30.0	263.17
40.0	270.89
50.0	278.67
60.0	286.51
70.0	294.41
80.0	302.36
90.0	310.38
100.0	318.45
200.0	402.39
300.0	467.75
400.0	520.79
500.0	563.48
600.0	597.93
700.0	627.12
800.0	651.99
900.0	673.50
1000.0	692.24
1200.0	723.81
1400.0	750.60
1600.0	773.53
1800.0	792.99
2000.0	810.63
4000.0	922.40
6000.0	991.41
8000.0	1043.88
10000.0	1087.72
12000.0	1126.04
14000.0	1160.41
16000.0	1191.86
18000.0	1221.09
20000.0	1249.74
22000.0	1275.61
24000.0	1302.06
26000.0	1326.16
28000.0	1350.00
30000.0	1373.61
32000.0	1395.77
34000.0	1418.25
36000.0	1440.51
38000.0	1461.22
40000.0	1482.07
42000.0	1502.80
44000.0	1524.19
46000.0	1542.67
48000.0	1564.12
50000.0	1583.21
52000.0	1601.97
54000.0	1622.97
56000.0	1642.07
58000.0	1659.79
60000.0	1678.81
62000.0	1697.07
64000.0	1716.61
