Cal_V	ADC
10.0	267.33
20.0	275.10
30.0	282.95
40.0	290.86
50.0	298.85
60.0	306.91
70.0	315.05
80.0	323.25
90.0	331.52
100.0	339.87
200.0	427.25
300.0	494.69
400.0	550.25
500.0	594.83
600.0	631.73
700.0	662.09
800.0	687.97
900.0	710.58
1000.0	729.46
1200.0	761.48
1400.0	789.36
1600.0	811.88
1800.0	832.97
2000.0	850.28
4000.0	964.51
6000.0	1034.54
8000.0	1086.63
10000.0	1131.15
12000.0	1169.44
14000.0	1204.48
16000.0	1235.78
18000.0	1266.91
20000.0	1294.96
22000.0	1321.52
24000.0	1347.41
26000.0	1372.44
28000.0	1396.37
30000.0	1420.09
32000.0	1443.39
34000.0	1465.11
36000.0	1487.95
38000.0	1509.98
40000.0	1529.94
42000.0	1551.52
44000.0	1571.72
46000.0	1593.09
48000.0	1614.04
50000.0	1632.43
52000.0	1651.90
54000.0	1672.33
56000.0	1692.60
58000.0	1711.65
60000.0	1730.71
62000.0	1749.30
64000.0	1768.01
