Cal_V	ADC
10.0	316.83
20.0	325.03
30.0	333.29
40.0	341.62
50.0	350.01
60.0	358.46
70.0	366.97
80.0	375.55
90.0	384.19
100.0	392.88
200.0	483.29
300.0	555.86
400.0	616.19
500.0	665.28
600.0	705.09
700.0	738.30
800.0	766.57
900.0	790.36
1000.0	811.44
1200.0	846.28
1400.0	874.71
1600.0	898.39
1800.0	919.88
2000.0	937.59
4000.0	1054.57
6000.0	1123.69
8000.0	1174.96
10000.0	1217.95
12000.0	1255.05
14000.0	1289.42
16000.0	1320.34
18000.0	1348.57
20000.0	1377.01
22000.0	1401.58
24000.0	1427.47
26000.0	1451.91
28000.0	1474.33
30000.0	1498.92
32000.0	1520.64
34000.0	1542.10
36000.0	1564.57
38000.0	1584.27
40000.0	1606.04
42000.0	1625.88
44000.0	1646.94
46000.0	1665.84
48000.0	1685.86
50000.0	1704.84
52000.0	1723.17
54000.0	1742.70
56000.0	1760.89
58000.0	1779.34
60000.0	1798.67
62000.0	1816.95
64000.0	1834.73
