Cal_V	ADC
10.0	292.34
20.0	300.28
30.0	308.36
40.0	316.57
50.0	324.91
60.0	333.39
70.0	342.00
80.0	350.74
90.0	359.62
100.0	368.63
200.0	466.06
300.0	526.93
400.0	591.12
500.0	636.30
600.0	678.35
700.0	717.23
800.0	744.34
900.0	774.37
1000.0	796.79
1200.0	836.54
1400.0	871.32
1600.0	900.70
1800.0	925.19
2000.0	942.04
4000.0	1087.23
6000.0	1162.70
8000.0	1219.37
10000.0	1267.01
12000.0	1304.49
14000.0	1338.49
16000.0	1374.03
18000.0	1399.35
20000.0	1435.08
22000.0	1459.75
24000.0	1485.08
26000.0	1513.16
28000.0	1541.74
30000.0	1566.29
32000.0	1586.64
34000.0	1612.65
36000.0	1626.97
38000.0	1651.00
40000.0	1672.65
42000.0	1688.38
44000.0	1716.02
46000.0	1733.18
48000.0	1748.23
50000.0	1766.91
52000.0	1790.43
54000.0	1810.97
56000.0	1825.83
58000.0	1845.38
60000.0	1863.89
62000.0	1876.01
64000.0	1896.71
