Cal_V	ADC
10.0	300.01
20.0	308.36
30.0	316.75
40.0	325.18
50.0	333.66
60.0	342.18
70.0	350.75
80.0	359.36
90.0	368.01
100.0	376.71
200.0	466.17
300.0	537.49
400.0	597.20
500.0	645.46
600.0	683.64
700.0	715.63
800.0	742.54
900.0	766.43
1000.0	786.48
1200.0	820.22
1400.0	848.30
1600.0	871.24
1800.0	891.72
2000.0	909.73
4000.0	1025.43
6000.0	1083.46
8000.0	1156.97
10000.0	1195.01
12000.0	1229.67
14000.0	1262.78
16000.0	1295.38
18000.0	1324.43
20000.0	1352.57
22000.0	1378.90
24000.0	1403.84
26000.0	1429.48
28000.0	1453.55
30000.0	1475.35
32000.0	1498.97
34000.0	1521.02
36000.0	1543.05
38000.0	1564.69
40000.0	1585.48
42000.0	1606.05
44000.0	1627.44
46000.0	1646.50
48000.0	1666.32
50000.0	1686.33
52000.0	1705.31
54000.0	1723.22
56000.0	1742.16
58000.0	1760.79
60000.0	1777.59
62000.0	1795.35
64000.0	1812.91
