Cal_V	ADC
10.0	261.22
20.0	268.47
30.0	275.81
40.0	283.25
50.0	290.78
60.0	298.40
70.0	306.12
80.0	313.93
90.0	321.83
100.0	329.83
200.0	414.95
300.0	480.63
400.0	535.07
500.0	580.08
600.0	614.79
700.0	645.75
800.0	670.30
900.0	692.70
1000.0	711.67
1200.0	744.26
1400.0	771.37
1600.0	793.24
1800.0	812.71
2000.0	830.94
4000.0	943.39
6000.0	1011.10
8000.0	1064.75
10000.0	1107.29
12000.0	1144.71
14000.0	1178.29
16000.0	1209.15
18000.0	1239.34
20000.0	1267.33
22000.0	1293.48
24000.0	1318.50
26000.0	1341.89
28000.0	1365.88
30000.0	1389.12
32000.0	1412.53
34000.0	1434.33
36000.0	1456.02
38000.0	1477.92
40000.0	1499.14
42000.0	1518.83
44000.0	1538.42
46000.0	1559.21
48000.0	1578.63
50000.0	1597.39
52000.0	1617.17
54000.0	1636.53
56000.0	1655.23
58000.0	1674.59
60000.0	1693.42
62000.0	1711.81
64000.0	1730.17
