Cal_V	ADC
10.0	335.46
20.0	343.61
30.0	351.84
40.0	360.16
50.0	368.56
60.0	377.05
70.0	385.62
80.0	394.28
90.0	403.02
100.0	411.84
200.0	504.75
300.0	580.21
400.0	643.63
500.0	693.93
600.0	735.64
700.0	770.21
800.0	798.90
900.0	822.24
1000.0	843.71
1200.0	878.98
1400.0	906.77
1600.0	931.06
1800.0	951.30
2000.0	970.07
4000.0	1085.81
6000.0	1156.73
8000.0	1209.35
10000.0	1254.92
12000.0	1295.10
14000.0	1329.30
16000.0	1361.09
18000.0	1390.00
20000.0	1417.32
22000.0	1444.16
24000.0	1469.41
26000.0	1494.58
28000.0	1517.68
30000.0	1540.44
32000.0	1563.70
34000.0	1584.90
36000.0	1606.55
38000.0	1628.67
40000.0	1648.98
42000.0	1668.98
44000.0	1690.56
46000.0	1709.28
48000.0	1728.55
50000.0	1749.04
52000.0	1768.81
54000.0	1786.59
56000.0	1806.81
58000.0	1824.78
60000.0	1842.97
62000.0	1860.95
64000.0	1879.98
