Cal_V	ADC
10.0	319.91
20.0	327.96
30.0	336.09
40.0	344.28
50.0	352.54
60.0	360.87
70.0	369.27
80.0	377.74
90.0	386.28
100.0	394.88
200.0	484.71
300.0	555.72
400.0	614.94
500.0	662.54
600.0	701.49
700.0	733.11
800.0	760.89
900.0	784.13
1000.0	803.82
1200.0	838.14
1400.0	865.71
1600.0	889.16
1800.0	908.97
2000.0	927.51
4000.0	1043.06
6000.0	1113.99
8000.0	1166.11
10000.0	1209.98
12000.0	1248.54
14000.0	1283.25
16000.0	1315.04
18000.0	1345.65
20000.0	1373.50
22000.0	1400.24
24000.0	1426.31
26000.0	1450.61
28000.0	1474.08
30000.0	1497.70
32000.0	1520.16
34000.0	1542.95
36000.0	1564.99
38000.0	1586.38
40000.0	1606.55
42000.0	1628.12
44000.0	1647.95
46000.0	1668.06
48000.0	1689.33
50000.0	1708.85
52000.0	1728.04
54000.0	1748.18
56000.0	1767.24
58000.0	1784.91
60000.0	1804.78
62000.0	1823.45
64000.0	1841.46
