Cal_V	ADC
10.0	302.82
20.0	310.61
30.0	318.47
40.0	326.40
50.0	334.41
60.0	342.49
70.0	350.64
80.0	358.86
90.0	367.16
100.0	375.53
200.0	463.23
300.0	531.74
400.0	588.53
500.0	633.12
600.0	669.93
700.0	700.12
800.0	725.79
900.0	747.70
1000.0	768.07
1200.0	801.42
1400.0	827.75
1600.0	850.54
1800.0	870.10
2000.0	887.63
4000.0	999.02
6000.0	1069.33
8000.0	1120.52
10000.0	1163.63
12000.0	1201.85
14000.0	1237.88
16000.0	1268.80
18000.0	1298.77
20000.0	1325.56
22000.0	1353.18
24000.0	1378.40
26000.0	1402.67
28000.0	1427.18
30000.0	1449.49
32000.0	1471.93
34000.0	1494.73
36000.0	1515.69
38000.0	1537.41
40000.0	1558.44
42000.0	1579.43
44000.0	1599.25
46000.0	1619.50
48000.0	1639.46
50000.0	1658.92
52000.0	1679.36
54000.0	1696.99
56000.0	1716.58
58000.0	1735.54
60000.0	1755.24
62000.0	1773.24
64000.0	1791.41
