Cal_V	ADC
10.0	282.38
20.0	290.57
30.0	298.85
40.0	307.19
50.0	315.61
60.0	324.10
70.0	332.67
80.0	341.31
90.0	350.02
100.0	358.80
200.0	450.71
300.0	522.42
400.0	582.88
500.0	631.03
600.0	670.53
700.0	702.01
800.0	729.93
900.0	753.60
1000.0	773.66
1200.0	807.90
1400.0	836.05
1600.0	859.47
1800.0	879.76
2000.0	897.13
4000.0	1010.76
6000.0	1079.62
8000.0	1131.94
10000.0	1175.05
12000.0	1212.49
14000.0	1246.86
16000.0	1278.84
18000.0	1307.92
20000.0	1335.55
22000.0	1362.34
24000.0	1387.63
26000.0	1411.95
28000.0	1436.53
30000.0	1459.43
32000.0	1482.02
34000.0	1504.04
36000.0	1524.94
38000.0	1547.28
40000.0	1568.10
42000.0	1588.38
44000.0	1608.32
46000.0	1628.77
48000.0	1648.10
50000.0	1667.67
52000.0	1687.77
54000.0	1707.13
56000.0	1724.95
58000.0	1744.97
60000.0	1764.46
62000.0	1781.93
64000.0	1800.06
