Cal_V	ADC
10.0	258.67
20.0	266.97
30.0	275.32
40.0	283.72
50.0	292.17
60.0	300.68
70.0	309.23
80.0	317.84
90.0	326.49
100.0	335.20
200.0	425.05
300.0	497.67
400.0	556.56
500.0	606.26
600.0	645.61
700.0	678.97
800.0	706.29
900.0	730.33
1000.0	751.60
1200.0	787.14
1400.0	817.33
1600.0	841.71
1800.0	862.51
2000.0	880.31
4000.0	1000.83
6000.0	1072.75
8000.0	1126.26
10000.0	1171.33
12000.0	1209.90
14000.0	1245.30
16000.0	1277.04
18000.0	1308.07
20000.0	1335.80
22000.0	1363.17
24000.0	1389.18
26000.0	1414.39
28000.0	1439.40
30000.0	1462.55
32000.0	1486.15
34000.0	1509.14
36000.0	1530.02
38000.0	1550.80
40000.0	1571.64
42000.0	1590.70
44000.0	1613.06
46000.0	1633.79
48000.0	1653.21
50000.0	1673.39
52000.0	1692.93
54000.0	1711.44
56000.0	1730.15
58000.0	1750.07
60000.0	1768.33
62000.0	1786.11
64000.0	1807.19
