Cal_V	ADC
10.0	319.55
20.0	327.79
30.0	336.08
40.0	344.42
50.0	352.82
60.0	361.28
70.0	369.80
80.0	378.37
90.0	386.99
100.0	395.67
200.0	485.57
300.0	557.21
400.0	616.58
500.0	664.91
600.0	704.14
700.0	735.87
800.0	763.01
900.0	786.55
1000.0	807.12
1200.0	840.30
1400.0	868.25
1600.0	892.07
1800.0	912.49
2000.0	930.02
4000.0	1046.64
6000.0	1117.13
8000.0	1171.48
10000.0	1214.82
12000.0	1253.92
14000.0	1288.77
16000.0	1321.25
18000.0	1350.05
20000.0	1378.42
22000.0	1404.75
24000.0	1431.29
26000.0	1456.16
28000.0	1479.23
30000.0	1502.95
32000.0	1525.24
34000.0	1548.69
36000.0	1570.83
38000.0	1591.75
40000.0	1613.79
42000.0	1633.99
44000.0	1654.28
46000.0	1674.45
48000.0	1695.40
50000.0	1715.04
52000.0	1734.70
54000.0	1754.16
56000.0	1772.99
58000.0	1792.26
60000.0	1811.80
62000.0	1830.35
64000.0	1847.81
