Cal_V	ADC
10.0	323.90
20.0	331.20
30.0	338.58
40.0	346.04
50.0	353.58
60.0	361.20
70.0	368.90
80.0	376.68
90.0	384.53
100.0	392.47
200.0	476.26
300.0	540.40
400.0	592.77
500.0	635.45
600.0	669.65
700.0	699.13
800.0	722.89
900.0	743.99
1000.0	762.77
1200.0	794.81
1400.0	820.86
1600.0	843.78
1800.0	862.46
2000.0	880.14
4000.0	991.74
6000.0	1061.71
8000.0	1113.90
10000.0	1157.00
12000.0	1195.30
14000.0	1228.96
16000.0	1261.37
18000.0	1289.68
20000.0	1317.87
22000.0	1344.16
24000.0	1370.07
26000.0	1393.27
28000.0	1417.18
30000.0	1441.01
32000.0	1462.26
34000.0	1485.18
36000.0	1506.47
38000.0	1527.60
40000.0	1550.24
42000.0	1570.50
44000.0	1590.70
46000.0	1610.57
48000.0	1630.58
50000.0	1650.40
52000.0	1669.39
54000.0	1689.03
56000.0	1708.00
58000.0	1726.31
60000.0	1746.34
62000.0	1765.31
64000.0	1782.39
