Cal_V	ADC
10.0	301.99
20.0	310.35
30.0	318.76
40.0	327.23
50.0	335.74
60.0	344.31
70.0	352.93
80.0	361.61
90.0	370.33
100.0	379.11
200.0	469.76
300.0	543.90
400.0	605.56
500.0	656.78
600.0	698.11
700.0	731.75
800.0	759.73
900.0	784.26
1000.0	804.98
1200.0	840.61
1400.0	868.20
1600.0	892.20
1800.0	912.37
2000.0	930.69
4000.0	1045.64
6000.0	1116.30
8000.0	1166.61
10000.0	1210.00
12000.0	1247.85
14000.0	1281.66
16000.0	1313.61
18000.0	1341.68
20000.0	1370.00
22000.0	1395.11
24000.0	1420.45
26000.0	1444.93
28000.0	1468.23
30000.0	1491.95
32000.0	1514.21
34000.0	1535.96
36000.0	1557.53
38000.0	1578.41
40000.0	1598.78
42000.0	1620.84
44000.0	1640.27
46000.0	1659.30
48000.0	1679.31
50000.0	1699.79
52000.0	1717.47
54000.0	1737.19
56000.0	1756.68
58000.0	1774.64
60000.0	1792.68
62000.0	1812.40
64000.0	1829.53
