Cal_V	ADC
10.0	326.44
20.0	334.71
30.0	343.05
40.0	351.47
50.0	359.96
60.0	368.52
70.0	377.16
80.0	385.88
90.0	394.66
100.0	403.52
200.0	496.19
300.0	571.73
400.0	636.12
500.0	688.28
600.0	730.31
700.0	765.58
800.0	794.38
900.0	818.80
1000.0	840.13
1200.0	876.36
1400.0	905.20
1600.0	928.85
1800.0	949.20
2000.0	967.35
4000.0	1084.19
6000.0	1153.00
8000.0	1204.76
10000.0	1247.93
12000.0	1285.93
14000.0	1320.21
16000.0	1350.49
18000.0	1379.77
20000.0	1406.79
22000.0	1433.65
24000.0	1458.25
26000.0	1482.09
28000.0	1506.18
30000.0	1528.99
32000.0	1551.68
34000.0	1572.31
36000.0	1594.06
38000.0	1616.02
40000.0	1636.67
42000.0	1656.84
44000.0	1677.00
46000.0	1697.53
48000.0	1716.11
50000.0	1735.30
52000.0	1754.63
54000.0	1773.26
56000.0	1792.13
58000.0	1810.71
60000.0	1829.76
62000.0	1846.73
64000.0	1865.09
