Cal_V	ADC
10.0	277.21
20.0	285.10
30.0	293.04
40.0	301.02
50.0	309.05
60.0	317.12
70.0	325.24
80.0	333.40
90.0	341.61
100.0	349.86
200.0	434.89
300.0	501.52
400.0	555.48
500.0	600.12
600.0	636.49
700.0	665.52
800.0	691.10
900.0	713.42
1000.0	732.41
1200.0	765.26
1400.0	791.33
1600.0	814.18
1800.0	835.11
2000.0	851.64
4000.0	964.61
6000.0	1034.75
8000.0	1088.75
10000.0	1132.82
12000.0	1170.54
14000.0	1205.34
16000.0	1237.48
18000.0	1266.47
20000.0	1294.06
22000.0	1320.84
24000.0	1346.36
26000.0	1371.28
28000.0	1395.15
30000.0	1418.74
32000.0	1441.13
34000.0	1462.89
36000.0	1484.47
38000.0	1506.01
40000.0	1526.90
42000.0	1548.65
44000.0	1568.72
46000.0	1587.85
48000.0	1608.18
50000.0	1628.75
52000.0	1647.91
54000.0	1666.33
56000.0	1686.19
58000.0	1704.96
60000.0	1722.97
62000.0	1742.78
64000.0	1762.21
