Cal_V	ADC
10.0	284.58
20.0	292.56
30.0	300.62
40.0	308.76
50.0	316.97
60.0	325.25
70.0	333.60
80.0	342.03
90.0	350.53
100.0	359.11
200.0	448.92
300.0	515.45
400.0	576.15
500.0	619.93
600.0	657.19
700.0	695.82
800.0	719.05
900.0	744.63
1000.0	767.05
1200.0	802.49
1400.0	832.20
1600.0	859.07
1800.0	880.61
2000.0	901.97
4000.0	1037.82
6000.0	1118.43
8000.0	1175.71
10000.0	1227.94
12000.0	1269.98
14000.0	1308.66
16000.0	1344.82
18000.0	1373.79
20000.0	1404.47
22000.0	1432.20
24000.0	1458.52
26000.0	1484.58
28000.0	1511.12
30000.0	1533.39
32000.0	1556.24
34000.0	1579.56
36000.0	1598.80
38000.0	1621.11
40000.0	1644.35
42000.0	1661.85
44000.0	1685.15
46000.0	1705.12
48000.0	1722.53
50000.0	1741.60
52000.0	1763.16
54000.0	1783.76
56000.0	1799.92
58000.0	1819.62
60000.0	1837.71
62000.0	1852.34
64000.0	1873.52
