Cal_V	ADC
10.0	296.83
20.0	305.25
30.0	313.73
40.0	322.28
50.0	330.89
60.0	339.57
70.0	348.31
80.0	357.11
90.0	365.98
100.0	374.91
200.0	467.77
300.0	543.45
400.0	607.53
500.0	658.77
600.0	700.32
700.0	736.28
800.0	765.38
900.0	790.98
1000.0	812.41
1200.0	849.06
1400.0	878.79
1600.0	903.46
1800.0	926.06
2000.0	943.98
4000.0	1064.53
6000.0	1133.47
8000.0	1186.55
10000.0	1230.24
12000.0	1268.46
14000.0	1303.90
16000.0	1334.65
18000.0	1363.56
20000.0	1391.63
22000.0	1417.36
24000.0	1443.36
26000.0	1467.45
28000.0	1490.97
30000.0	1514.64
32000.0	1537.17
34000.0	1557.77
36000.0	1580.26
38000.0	1600.02
40000.0	1622.63
42000.0	1641.53
44000.0	1662.65
46000.0	1681.85
48000.0	1702.69
50000.0	1719.60
52000.0	1739.46
54000.0	1759.40
56000.0	1776.09
58000.0	1794.55
60000.0	1815.90
62000.0	1833.34
64000.0	1850.61
