Cal_V	ADC
10.0	357.30
20.0	365.12
30.0	373.02
40.0	380.99
50.0	389.04
60.0	397.17
70.0	405.37
80.0	413.64
90.0	421.99
100.0	430.42
200.0	518.85
300.0	588.93
400.0	648.21
500.0	695.75
600.0	733.41
700.0	766.62
800.0	793.35
900.0	816.87
1000.0	837.56
1200.0	869.92
1400.0	897.70
1600.0	921.47
1800.0	940.92
2000.0	958.43
4000.0	1072.24
6000.0	1140.61
8000.0	1191.83
10000.0	1235.23
12000.0	1271.77
14000.0	1305.84
16000.0	1336.40
18000.0	1365.40
20000.0	1392.52
22000.0	1418.10
24000.0	1444.00
26000.0	1467.48
28000.0	1491.51
30000.0	1513.65
32000.0	1535.41
34000.0	1557.95
36000.0	1579.83
38000.0	1599.14
40000.0	1619.76
42000.0	1640.85
44000.0	1659.74
46000.0	1680.44
48000.0	1700.44
50000.0	1719.32
52000.0	1738.54
54000.0	1756.92
56000.0	1775.66
58000.0	1793.28
60000.0	1812.55
62000.0	1830.91
64000.0	1847.09
