Cal_V	ADC
10.0	294.81
20.0	303.19
30.0	311.59
40.0	320.03
50.0	328.49
60.0	336.98
70.0	345.51
80.0	354.06
90.0	362.64
100.0	371.25
200.0	458.99
300.0	527.50
400.0	584.79
500.0	630.92
600.0	668.42
700.0	698.90
800.0	725.40
900.0	748.07
1000.0	769.16
1200.0	801.97
1400.0	828.57
1600.0	851.29
1800.0	870.83
2000.0	889.18
4000.0	1001.68
6000.0	1070.88
8000.0	1122.91
10000.0	1165.97
12000.0	1203.90
14000.0	1238.27
16000.0	1268.07
18000.0	1298.53
20000.0	1326.12
22000.0	1352.45
24000.0	1377.47
26000.0	1402.36
28000.0	1425.84
30000.0	1447.96
32000.0	1469.57
34000.0	1493.61
36000.0	1514.16
38000.0	1534.93
40000.0	1556.10
42000.0	1576.00
44000.0	1595.84
46000.0	1616.74
48000.0	1636.03
50000.0	1655.33
52000.0	1675.43
54000.0	1693.87
56000.0	1712.99
58000.0	1731.65
60000.0	1750.01
62000.0	1768.73
64000.0	1785.80
