Cal_V	ADC
10.0	302.33
20.0	311.28
30.0	320.23
40.0	329.18
50.0	338.14
60.0	347.09
70.0	356.04
80.0	365.00
90.0	373.95
100.0	382.90
200.0	472.43
300.0	541.51
400.0	600.00
500.0	647.70
600.0	685.80
700.0	718.82
800.0	744.43
900.0	768.45
1000.0	789.12
1200.0	822.70
1400.0	850.63
1600.0	874.75
1800.0	894.85
2000.0	913.26
4000.0	1030.12
6000.0	1099.50
8000.0	1152.50
10000.0	1195.95
12000.0	1235.34
14000.0	1269.39
16000.0	1301.18
18000.0	1330.71
20000.0	1358.09
22000.0	1385.00
24000.0	1410.82
26000.0	1434.94
28000.0	1459.51
30000.0	1482.53
32000.0	1505.17
34000.0	1526.44
36000.0	1549.47
38000.0	1570.63
40000.0	1590.64
42000.0	1611.67
44000.0	1631.77
46000.0	1652.03
48000.0	1671.70
50000.0	1691.73
52000.0	1710.58
54000.0	1728.82
56000.0	1748.62
58000.0	1766.95
60000.0	1785.60
62000.0	1804.29
64000.0	1823.38
