Cal_V	ADC
10.0	276.54
20.0	285.60
30.0	294.66
40.0	303.71
50.0	312.77
60.0	321.83
70.0	330.88
80.0	339.94
90.0	348.99
100.0	358.05
200.0	448.61
300.0	520.92
400.0	581.77
500.0	631.02
600.0	670.40
700.0	703.54
800.0	731.13
900.0	754.96
1000.0	776.18
1200.0	809.69
1400.0	838.24
1600.0	861.62
1800.0	882.49
2000.0	900.25
4000.0	1014.09
6000.0	1084.66
8000.0	1136.43
10000.0	1180.59
12000.0	1217.79
14000.0	1252.62
16000.0	1284.08
18000.0	1314.07
20000.0	1340.65
22000.0	1368.24
24000.0	1393.32
26000.0	1417.23
28000.0	1441.48
30000.0	1463.90
32000.0	1487.01
34000.0	1508.90
36000.0	1529.53
38000.0	1551.42
40000.0	1572.44
42000.0	1592.81
44000.0	1613.35
46000.0	1633.54
48000.0	1652.63
50000.0	1672.60
52000.0	1692.90
54000.0	1711.51
56000.0	1730.06
58000.0	1749.56
60000.0	1768.38
62000.0	1786.06
64000.0	1805.23
