Cal_V	ADC
10.0	303.75
20.0	311.34
30.0	318.98
40.0	326.65
50.0	334.37
60.0	342.14
70.0	349.94
80.0	357.79
90.0	365.68
100.0	373.61
200.0	455.25
300.0	516.31
400.0	566.57
500.0	607.08
600.0	641.90
700.0	669.34
800.0	692.21
900.0	713.98
1000.0	731.61
1200.0	762.51
1400.0	787.96
1600.0	809.97
1800.0	828.27
2000.0	844.28
4000.0	953.09
6000.0	1019.92
8000.0	1071.18
10000.0	1112.92
12000.0	1149.56
14000.0	1182.21
16000.0	1212.42
18000.0	1240.62
20000.0	1267.86
22000.0	1293.54
24000.0	1318.49
26000.0	1341.63
28000.0	1364.81
30000.0	1386.75
32000.0	1408.44
34000.0	1430.77
36000.0	1451.30
38000.0	1472.38
40000.0	1492.43
42000.0	1512.66
44000.0	1531.44
46000.0	1551.04
48000.0	1570.88
50000.0	1589.10
52000.0	1607.96
54000.0	1627.66
56000.0	1646.26
58000.0	1664.11
60000.0	1683.76
62000.0	1700.70
64000.0	1718.75
