Cal_V	ADC
10.0	263.06
20.0	271.35
30.0	279.78
40.0	288.35
50.0	297.06
60.0	305.91
70.0	314.91
80.0	324.05
90.0	333.33
100.0	342.75
200.0	444.74
300.0	513.14
400.0	584.62
500.0	636.05
600.0	682.41
700.0	726.60
800.0	756.35
900.0	788.62
1000.0	812.33
1200.0	855.43
1400.0	891.55
1600.0	922.46
1800.0	947.57
2000.0	966.08
4000.0	1115.94
6000.0	1194.89
8000.0	1253.74
10000.0	1303.42
12000.0	1341.96
14000.0	1376.36
16000.0	1413.19
18000.0	1437.73
20000.0	1474.78
22000.0	1498.65
24000.0	1523.30
26000.0	1551.82
28000.0	1580.68
30000.0	1604.14
32000.0	1624.84
34000.0	1650.23
36000.0	1665.40
38000.0	1688.80
40000.0	1710.01
42000.0	1726.41
44000.0	1754.44
46000.0	1770.46
48000.0	1785.83
50000.0	1803.89
52000.0	1828.43
54000.0	1848.92
56000.0	1862.48
58000.0	1882.23
60000.0	1901.60
62000.0	1913.91
64000.0	1934.75
