Cal_V	ADC
10.0	289.52
20.0	297.57
30.0	305.68
40.0	313.86
50.0	322.10
60.0	330.40
70.0	338.77
80.0	347.21
90.0	355.71
100.0	364.27
200.0	453.50
300.0	523.25
400.0	581.23
500.0	626.34
600.0	664.31
700.0	695.85
800.0	722.18
900.0	745.27
1000.0	765.90
1200.0	798.47
1400.0	827.22
1600.0	849.39
1800.0	869.32
2000.0	887.39
4000.0	1002.98
6000.0	1074.45
8000.0	1128.49
10000.0	1173.16
12000.0	1211.46
14000.0	1245.83
16000.0	1279.11
18000.0	1308.65
20000.0	1335.64
22000.0	1363.55
24000.0	1389.42
26000.0	1414.44
28000.0	1437.77
30000.0	1461.40
32000.0	1484.79
34000.0	1507.13
36000.0	1529.23
38000.0	1550.18
40000.0	1571.88
42000.0	1592.48
44000.0	1613.54
46000.0	1634.89
48000.0	1654.05
50000.0	1674.34
52000.0	1694.00
54000.0	1712.68
56000.0	1732.54
58000.0	1752.75
60000.0	1771.30
62000.0	1789.64
64000.0	1808.26
