Cal_V	ADC
10.0	310.73
20.0	319.02
30.0	327.37
40.0	335.80
50.0	344.31
60.0	352.89
70.0	361.54
80.0	370.27
90.0	379.07
100.0	387.95
200.0	480.79
300.0	554.64
400.0	616.60
500.0	666.26
600.0	706.83
700.0	739.77
800.0	768.82
900.0	792.07
1000.0	813.54
1200.0	848.19
1400.0	876.48
1600.0	900.82
1800.0	921.56
2000.0	939.50
4000.0	1057.19
6000.0	1126.71
8000.0	1180.16
10000.0	1224.28
12000.0	1263.40
14000.0	1299.24
16000.0	1330.47
18000.0	1360.35
20000.0	1388.09
22000.0	1415.52
24000.0	1441.95
26000.0	1465.79
28000.0	1490.41
30000.0	1513.36
32000.0	1535.24
34000.0	1559.19
36000.0	1580.80
38000.0	1601.72
40000.0	1624.47
42000.0	1644.96
44000.0	1665.35
46000.0	1685.57
48000.0	1706.06
50000.0	1724.44
52000.0	1746.06
54000.0	1764.57
56000.0	1783.08
58000.0	1802.81
60000.0	1822.84
62000.0	1840.45
64000.0	1858.38
