Cal_V	ADC
10.0	353.62
20.0	361.53
30.0	369.50
40.0	377.53
50.0	385.63
60.0	393.78
70.0	402.00
80.0	410.28
90.0	418.62
100.0	427.03
200.0	514.47
300.0	582.34
400.0	639.02
500.0	683.85
600.0	721.24
700.0	751.38
800.0	777.90
900.0	800.05
1000.0	819.29
1200.0	851.99
1400.0	878.73
1600.0	902.48
1800.0	921.50
2000.0	938.79
4000.0	1052.50
6000.0	1122.67
8000.0	1172.93
10000.0	1216.04
12000.0	1254.08
14000.0	1288.21
16000.0	1318.77
18000.0	1347.92
20000.0	1375.96
22000.0	1401.01
24000.0	1427.05
26000.0	1451.41
28000.0	1474.19
30000.0	1498.26
32000.0	1520.08
34000.0	1543.01
36000.0	1563.85
38000.0	1584.80
40000.0	1605.40
42000.0	1626.81
44000.0	1646.19
46000.0	1666.38
48000.0	1686.90
50000.0	1705.99
52000.0	1724.50
54000.0	1744.69
56000.0	1763.49
58000.0	1782.02
60000.0	1800.17
62000.0	1819.01
64000.0	1836.94
