Cal_V	ADC
10.0	132.76
20.0	141.36
30.0	149.97
40.0	158.57
50.0	167.18
60.0	175.80
70.0	184.41
80.0	193.03
90.0	201.65
100.0	210.27
200.0	296.61
300.0	369.50
400.0	429.45
500.0	478.43
600.0	519.10
700.0	551.06
800.0	578.30
900.0	600.72
1000.0	621.10
1200.0	655.07
1400.0	681.92
1600.0	705.58
1800.0	725.25
2000.0	743.04
4000.0	855.73
6000.0	924.50
8000.0	976.51
10000.0	1019.07
12000.0	1057.46
14000.0	1091.32
16000.0	1122.24
18000.0	1151.52
20000.0	1178.91
22000.0	1205.11
24000.0	1230.50
26000.0	1254.71
28000.0	1278.29
30000.0	1301.76
32000.0	1324.02
34000.0	1345.89
36000.0	1367.45
38000.0	1388.41
40000.0	1409.70
42000.0	1430.74
44000.0	1450.51
46000.0	1470.61
48000.0	1491.14
50000.0	1510.86
52000.0	1529.30
54000.0	1550.37
56000.0	1569.46
58000.0	1587.93
60000.0	1606.60
62000.0	1625.91
64000.0	1643.74
