Cal_V	ADC
10.0	255.33
20.0	263.85
30.0	272.43
40.0	281.07
50.0	289.78
60.0	298.55
70.0	307.38
80.0	316.28
90.0	325.24
100.0	334.26
200.0	427.98
300.0	504.13
400.0	568.99
500.0	620.42
600.0	663.12
700.0	698.54
800.0	726.98
900.0	752.18
1000.0	773.89
1200.0	809.77
1400.0	838.58
1600.0	863.24
1800.0	883.66
2000.0	903.09
4000.0	1018.51
6000.0	1090.72
8000.0	1143.39
10000.0	1188.81
12000.0	1226.95
14000.0	1261.59
16000.0	1293.80
18000.0	1322.85
20000.0	1351.35
22000.0	1377.36
24000.0	1403.38
26000.0	1428.75
28000.0	1452.64
30000.0	1475.19
32000.0	1498.44
34000.0	1520.80
36000.0	1541.99
38000.0	1563.95
40000.0	1584.70
42000.0	1605.40
44000.0	1625.88
46000.0	1646.22
48000.0	1664.98
50000.0	1686.26
52000.0	1705.22
54000.0	1724.44
56000.0	1744.49
58000.0	1763.79
60000.0	1781.52
62000.0	1800.46
64000.0	1819.50
