Cal_V	ADC
10.0	303.80
20.0	311.48
30.0	319.22
40.0	327.02
50.0	334.86
60.0	342.77
70.0	350.72
80.0	358.74
90.0	366.80
100.0	374.92
200.0	459.11
300.0	523.87
400.0	577.73
500.0	620.30
600.0	656.58
700.0	685.27
800.0	711.30
900.0	733.38
1000.0	752.19
1200.0	786.14
1400.0	811.09
1600.0	835.23
1800.0	855.98
2000.0	873.77
4000.0	987.93
6000.0	1056.93
8000.0	1112.12
10000.0	1155.34
12000.0	1194.21
14000.0	1228.29
16000.0	1259.19
18000.0	1289.27
20000.0	1316.67
22000.0	1343.22
24000.0	1369.16
26000.0	1393.31
28000.0	1417.56
30000.0	1440.99
32000.0	1461.32
34000.0	1484.59
36000.0	1507.36
38000.0	1527.42
40000.0	1549.91
42000.0	1569.54
44000.0	1588.91
46000.0	1609.80
48000.0	1628.85
50000.0	1649.66
52000.0	1669.36
54000.0	1688.90
56000.0	1707.58
58000.0	1725.85
60000.0	1745.22
62000.0	1764.35
64000.0	1782.44
