Cal_V	ADC
10.0	361.65
20.0	369.43
30.0	377.28
40.0	385.18
50.0	393.15
60.0	401.18
70.0	409.27
80.0	417.43
90.0	425.64
100.0	433.92
200.0	520.09
300.0	587.15
400.0	642.68
500.0	687.26
600.0	723.42
700.0	754.22
800.0	779.60
900.0	801.77
1000.0	821.09
1200.0	852.98
1400.0	879.66
1600.0	902.80
1800.0	922.55
2000.0	939.79
4000.0	1053.19
6000.0	1122.04
8000.0	1174.79
10000.0	1217.07
12000.0	1254.23
14000.0	1289.62
16000.0	1320.31
18000.0	1348.96
20000.0	1376.77
22000.0	1402.76
24000.0	1428.68
26000.0	1453.18
28000.0	1476.54
30000.0	1499.50
32000.0	1522.18
34000.0	1544.21
36000.0	1566.06
38000.0	1586.59
40000.0	1607.78
42000.0	1628.92
44000.0	1648.50
46000.0	1668.75
48000.0	1688.80
50000.0	1708.15
52000.0	1726.31
54000.0	1746.57
56000.0	1765.61
58000.0	1783.05
60000.0	1802.59
62000.0	1821.11
64000.0	1838.48
