Cal_V	ADC
10.0	352.89
20.0	360.98
30.0	369.13
40.0	377.35
50.0	385.63
60.0	393.97
70.0	402.38
80.0	410.85
90.0	419.39
100.0	427.99
200.0	517.55
300.0	587.63
400.0	647.06
500.0	694.51
600.0	732.71
700.0	765.99
800.0	793.01
900.0	816.91
1000.0	837.47
1200.0	871.52
1400.0	899.93
1600.0	922.87
1800.0	944.14
2000.0	961.54
4000.0	1077.81
6000.0	1145.18
8000.0	1196.58
10000.0	1239.03
12000.0	1276.86
14000.0	1311.51
16000.0	1341.78
18000.0	1370.71
20000.0	1398.40
22000.0	1424.16
24000.0	1449.70
26000.0	1473.08
28000.0	1497.13
30000.0	1519.94
32000.0	1543.35
34000.0	1564.26
36000.0	1585.95
38000.0	1606.98
40000.0	1628.68
42000.0	1648.11
44000.0	1668.57
46000.0	1689.10
48000.0	1707.88
50000.0	1725.72
52000.0	1746.33
54000.0	1764.91
56000.0	1782.86
58000.0	1801.90
60000.0	1821.68
62000.0	1838.71
64000.0	1856.00
