Cal_V	ADC
10.0	295.87
20.0	304.33
30.0	312.84
40.0	321.39
50.0	330.00
60.0	338.65
70.0	347.36
80.0	356.11
90.0	364.91
100.0	373.76
200.0	464.99
300.0	539.16
400.0	601.52
500.0	651.89
600.0	692.15
700.0	725.60
800.0	753.70
900.0	777.97
1000.0	798.37
1200.0	834.27
1400.0	861.69
1600.0	885.30
1800.0	906.08
2000.0	923.56
4000.0	1039.52
6000.0	1109.81
8000.0	1161.37
10000.0	1205.05
12000.0	1243.05
14000.0	1276.74
16000.0	1309.17
18000.0	1337.24
20000.0	1366.10
22000.0	1391.53
24000.0	1416.96
26000.0	1441.91
28000.0	1465.91
30000.0	1490.01
32000.0	1512.52
34000.0	1533.79
36000.0	1555.23
38000.0	1577.02
40000.0	1596.83
42000.0	1618.12
44000.0	1638.44
46000.0	1657.60
48000.0	1677.82
50000.0	1698.12
52000.0	1716.72
54000.0	1736.14
56000.0	1755.62
58000.0	1773.20
60000.0	1792.71
62000.0	1812.04
64000.0	1830.07
