Cal_V	ADC
10.0	314.46
20.0	322.68
30.0	330.92
40.0	339.20
50.0	347.52
60.0	355.86
70.0	364.24
80.0	372.64
90.0	381.08
100.0	389.55
200.0	476.01
300.0	544.96
400.0	600.73
500.0	646.94
600.0	683.35
700.0	714.45
800.0	740.23
900.0	763.14
1000.0	782.29
1200.0	814.47
1400.0	841.13
1600.0	863.87
1800.0	883.32
2000.0	901.48
4000.0	1012.77
6000.0	1081.77
8000.0	1134.00
10000.0	1177.26
12000.0	1215.00
14000.0	1249.45
16000.0	1280.26
18000.0	1310.83
20000.0	1337.44
22000.0	1364.60
24000.0	1389.74
26000.0	1414.22
28000.0	1437.89
30000.0	1460.40
32000.0	1483.72
34000.0	1505.53
36000.0	1526.44
38000.0	1548.96
40000.0	1569.50
42000.0	1589.80
44000.0	1609.72
46000.0	1630.35
48000.0	1649.98
50000.0	1669.21
52000.0	1689.06
54000.0	1706.83
56000.0	1726.45
58000.0	1745.80
60000.0	1764.32
62000.0	1782.31
64000.0	1800.57
