Cal_V	ADC
10.0	291.63
20.0	299.64
30.0	307.73
40.0	315.88
50.0	324.09
60.0	332.38
70.0	340.74
80.0	349.16
90.0	357.65
100.0	366.21
200.0	455.58
300.0	524.74
400.0	582.51
500.0	628.14
600.0	665.36
700.0	696.48
800.0	722.19
900.0	745.22
1000.0	765.02
1200.0	798.32
1400.0	825.10
1600.0	847.85
1800.0	868.21
2000.0	885.91
4000.0	998.63
6000.0	1068.73
8000.0	1120.99
10000.0	1164.33
12000.0	1202.04
14000.0	1236.52
16000.0	1268.09
18000.0	1297.81
20000.0	1325.20
22000.0	1351.79
24000.0	1377.26
26000.0	1401.82
28000.0	1425.76
30000.0	1448.24
32000.0	1471.06
34000.0	1492.64
36000.0	1514.59
38000.0	1535.49
40000.0	1557.42
42000.0	1577.55
44000.0	1597.64
46000.0	1618.18
48000.0	1638.71
50000.0	1657.46
52000.0	1677.68
54000.0	1696.93
56000.0	1715.69
58000.0	1734.48
60000.0	1753.79
62000.0	1771.68
64000.0	1789.04
