Cal_V	ADC
10.0	279.05
20.0	288.14
30.0	297.24
40.0	306.33
50.0	315.42
60.0	324.51
70.0	333.60
80.0	342.69
90.0	351.79
100.0	360.88
200.0	451.80
300.0	523.14
400.0	584.62
500.0	633.07
600.0	672.58
700.0	706.10
800.0	732.93
900.0	756.29
1000.0	777.61
1200.0	811.54
1400.0	839.63
1600.0	863.27
1800.0	883.46
2000.0	902.50
4000.0	1014.98
6000.0	1085.08
8000.0	1137.83
10000.0	1181.78
12000.0	1219.60
14000.0	1253.71
16000.0	1285.76
18000.0	1314.62
20000.0	1342.31
22000.0	1368.67
24000.0	1394.44
26000.0	1418.65
28000.0	1441.84
30000.0	1464.30
32000.0	1487.41
34000.0	1509.42
36000.0	1531.35
38000.0	1553.25
40000.0	1574.32
42000.0	1593.15
44000.0	1614.57
46000.0	1634.63
48000.0	1654.01
50000.0	1674.39
52000.0	1693.32
54000.0	1713.37
56000.0	1731.97
58000.0	1750.32
60000.0	1770.42
62000.0	1787.20
64000.0	1805.95
