ch	pt	tc	mean	std	median	outliers	mean_w/o_out	std_w/o_out	samples
 0	 0	 50	 577.92	 3.416	578.0	  1	 577.82	 3.278	 100
 0	 0	 51	 579.90	 3.230	580.0	  0	 579.90	 3.230	 100
 0	 0	 52	 581.99	 3.180	582.0	  0	 581.99	 3.180	 100
 0	 0	 53	 583.18	 3.214	583.5	  0	 583.18	 3.214	 100
 0	 0	 54	 583.43	 3.310	583.0	  0	 583.43	 3.310	 100
 0	 0	 55	 584.70	 3.116	585.0	  0	 584.70	 3.116	 100
 0	 0	 56	 584.99	 3.083	585.5	  0	 584.99	 3.083	 100
 0	 0	 57	 585.48	 3.371	586.0	  0	 585.48	 3.371	 100
 0	 0	 58	 586.14	 3.367	586.5	  0	 586.14	 3.367	 100
 0	 0	 59	 585.78	 3.597	586.0	  0	 585.78	 3.597	 100
 0	 0	 60	 585.48	 2.993	586.0	  0	 585.48	 2.993	 100
 0	 0	 61	 585.43	 3.053	586.0	  0	 585.43	 3.053	 100
 0	 0	 62	 585.28	 2.875	586.0	  1	 585.36	 2.764	 100
 0	 0	 63	 583.94	 3.296	584.0	  1	 583.85	 3.183	 100
 0	 0	 64	 583.40	 3.363	584.0	  0	 583.40	 3.363	 100
 0	 0	 65	 581.81	 3.384	582.0	  2	 582.01	 3.105	 100
 0	 0	 66	 580.94	 3.425	581.0	  0	 580.94	 3.425	 100
 0	 0	 67	 579.01	 3.236	578.5	  0	 579.01	 3.236	 100
 0	 0	 68	 577.10	 3.538	577.0	  0	 577.10	 3.538	 100
 0	 0	 69	 575.75	 3.488	576.0	  0	 575.75	 3.488	 100
 0	 1	 50	 577.92	 3.416	578.0	  1	 577.82	 3.278	 100
 0	 1	 51	 579.90	 3.230	580.0	  0	 579.90	 3.230	 100
 0	 1	 52	 581.99	 3.180	582.0	  0	 581.99	 3.180	 100
 0	 1	 53	 583.18	 3.214	583.5	  0	 583.18	 3.214	 100
 0	 1	 54	 583.43	 3.310	583.0	  0	 583.43	 3.310	 100
 0	 1	 55	 584.70	 3.116	585.0	  0	 584.70	 3.116	 100
 0	 1	 56	 584.99	 3.083	585.5	  0	 584.99	 3.083	 100
 0	 1	 57	 585.48	 3.371	586.0	  0	 585.48	 3.371	 100
 0	 1	 58	 586.14	 3.367	586.5	  0	 586.14	 3.367	 100
 0	 1	 59	 585.78	 3.597	586.0	  0	 585.78	 3.597	 100
 0	 1	 60	 585.48	 2.993	586.0	  0	 585.48	 2.993	 100
 0	 1	 61	 585.43	 3.053	586.0	  0	 585.43	 3.053	 100
 0	 1	 62	 585.28	 2.875	586.0	  1	 585.36	 2.764	 100
 0	 1	 63	 583.94	 3.296	584.0	  1	 583.85	 3.183	 100
 0	 1	 64	 583.40	 3.363	584.0	  0	 583.40	 3.363	 100
 0	 1	 65	 581.81	 3.384	582.0	  2	 582.01	 3.105	 100
 0	 1	 66	 580.94	 3.425	581.0	  0	 580.94	 3.425	 100
 0	 1	 67	 579.01	 3.236	578.5	  0	 579.01	 3.236	 100
 0	 1	 68	 577.10	 3.538	577.0	  0	 577.10	 3.538	 100
 0	 1	 69	 575.75	 3.488	576.0	  0	 575.75	 3.488	 100
 0	 2	 50	 577.92	 3.416	578.0	  1	 577.82	 3.278	 100
 0	 2	 51	 579.90	 3.230	580.0	  0	 579.90	 3.230	 100
 0	 2	 52	 581.99	 3.180	582.0	  0	 581.99	 3.180	 100
 0	 2	 53	 583.18	 3.214	583.5	  0	 583.18	 3.214	 100
 0	 2	 54	 583.43	 3.310	583.0	  0	 583.43	 3.310	 100
 0	 2	 55	 584.70	 3.116	585.0	  0	 584.70	 3.116	 100
 0	 2	 56	 584.99	 3.083	585.5	  0	 584.99	 3.083	 100
 0	 2	 57	 585.48	 3.371	586.0	  0	 585.48	 3.371	 100
 0	 2	 58	 586.14	 3.367	586.5	  0	 586.14	 3.367	 100
 0	 2	 59	 585.78	 3.597	586.0	  0	 585.78	 3.597	 100
 0	 2	 60	 585.48	 2.993	586.0	  0	 585.48	 2.993	 100
 0	 2	 61	 585.43	 3.053	586.0	  0	 585.43	 3.053	 100
 0	 2	 62	 585.28	 2.875	586.0	  1	 585.36	 2.764	 100
 0	 2	 63	 583.94	 3.296	584.0	  1	 583.85	 3.183	 100
 0	 2	 64	 583.40	 3.363	584.0	  0	 583.40	 3.363	 100
 0	 2	 65	 581.81	 3.384	582.0	  2	 582.01	 3.105	 100
 0	 2	 66	 580.94	 3.425	581.0	  0	 580.94	 3.425	 100
 0	 2	 67	 579.01	 3.236	578.5	  0	 579.01	 3.236	 100
 0	 2	 68	 577.10	 3.538	577.0	  0	 577.10	 3.538	 100
 0	 2	 69	 575.75	 3.488	576.0	  0	 575.75	 3.488	 100
 0	 3	 50	 577.92	 3.416	578.0	  1	 577.82	 3.278	 100
 0	 3	 51	 579.90	 3.230	580.0	  0	 579.90	 3.230	 100
 0	 3	 52	 581.99	 3.180	582.0	  0	 581.99	 3.180	 100
 0	 3	 53	 583.18	 3.214	583.5	  0	 583.18	 3.214	 100
 0	 3	 54	 583.43	 3.310	583.0	  0	 583.43	 3.310	 100
 0	 3	 55	 584.70	 3.116	585.0	  0	 584.70	 3.116	 100
 0	 3	 56	 584.99	 3.083	585.5	  0	 584.99	 3.083	 100
 0	 3	 57	 585.48	 3.371	586.0	  0	 585.48	 3.371	 100
 0	 3	 58	 586.14	 3.367	586.5	  0	 586.14	 3.367	 100
