ch	pt	CAL_V	mean	std	median	outliers	mean_w/o_out	std_w/o_out	samples
 0	 0	   10	 130.04	 2.470	130.0	  0	 130.04	 2.470	 100
 0	 0	   20	 140.59	 2.515	141.0	  0	 140.59	 2.515	 100
 0	 0	   30	 149.88	 2.417	150.0	  0	 149.88	 2.417	 100
 0	 0	   40	 160.53	 2.564	161.0	  5	 160.68	 2.340	 100
 0	 0	   50	 170.25	 2.032	170.0	  3	 170.31	 1.793	 100
 0	 0	   60	 180.10	 1.957	180.0	  3	 179.95	 1.782	 100
 0	 0	   70	 189.27	 2.365	189.0	  0	 189.27	 2.365	 100
 0	 0	   80	 198.59	 2.357	198.0	  0	 198.59	 2.357	 100
 0	 0	   90	 207.09	 2.606	208.0	  0	 207.09	 2.606	 100
 0	 0	  100	 215.52	 2.325	216.0	  0	 215.52	 2.325	 100
 0	 0	  200	 294.22	 2.316	294.0	  0	 294.22	 2.316	 100
 0	 0	  300	 359.45	 2.153	360.0	  0	 359.45	 2.153	 100
 0	 0	  400	 412.68	 2.632	413.0	  0	 412.68	 2.632	 100
 0	 0	  500	 456.12	 2.396	456.0	  0	 456.12	 2.396	 100
 0	 0	  600	 491.94	 2.984	491.0	  0	 491.94	 2.984	 100
 0	 0	  700	 520.63	 2.588	520.5	  1	 520.56	 2.492	 100
 0	 0	  800	 545.16	 3.145	545.0	  1	 545.25	 3.021	 100
 0	 0	  900	 566.97	 3.320	566.0	  0	 566.97	 3.320	 100
 0	 0	 1000	 585.93	 3.003	586.0	  0	 585.93	 3.003	 100
 0	 0	 1200	 618.15	 3.066	618.0	  0	 618.15	 3.066	 100
 0	 0	 1400	 644.75	 3.424	645.0	  0	 644.75	 3.424	 100
 0	 0	 1600	 666.91	 3.840	667.0	  2	 667.09	 3.658	 100
 0	 0	 1800	 686.45	 3.713	686.0	  0	 686.45	 3.713	 100
 0	 0	 2000	 703.33	 3.867	703.0	  0	 703.33	 3.867	 100
 0	 0	 4000	 814.64	 3.971	814.0	  0	 814.64	 3.971	 100
 0	 0	 6000	 881.29	 4.326	882.0	  0	 881.29	 4.326	 100
