pedestal_diff1	pedestal_diff2	pedestal_diff3	pedestal_diff4	pedestal_diff5	pedestal_diff6	pedestal_diff7	pedestal_diff8	pedestal_diff9	pedestal_diff10	pedestal_diff11	pedestal_diff12	pedestal_diff13	pedestal_diff14	pedestal_diff15	pedestal_diff16	pedestal_diff17	pedestal_diff18	pedestal_diff19	pedestal_diff20	pedestal_diff21	pedestal_diff22	pedestal_diff23	pedestal_diff24	pedestal_diff25	pedestal_diff26	pedestal_diff27	pedestal_diff28	pedestal_diff29	pedestal_diff30	pedestal_diff31	pedestal_diff32	pedestal_diff33	pedestal_diff34	pedestal_diff35	pedestal_diff36
35.2403246415571	48.1580773744967	40.2328363220372	36.3130780669145	44.6459691201165	32.4863083140191	37.0664745037442	38.1991852380104	37.249422423556	33.5291787985026	35.3521605396891	39.9397925829074	35.1594947994056	43.4658994964424	41.9259737925092	NaN	NaN	NaN	29.8382963073037	38.7819819284271	37.7187926244001	NaN	29.5955503217082	37.5282220769185	32.5273598026687	36.8200545376191	38.4006947024296	39.6747467799682	30.9670150673126	39.2596784355683	33.1978947524855	43.9971663125363	36.6279121042388	38.5140543752786	34.2657185312867	36.4622161471488
33.0939837446695	45.7371946562049	36.078091742574	36.4009062815713	36.2006271549162	25.4742062324462	36.3048785235597	36.7092224484034	36.5460848311425	29.0343329173352	35.0690192582026	38.2035992452045	33.8585485069083	35.0952526257929	32.7500675946697	NaN	NaN	NaN	29.0386672214956	35.2657762784407	35.3125718743035	NaN	26.9873768055638	36.1128561238744	32.1579119115549	32.9405279895383	37.9323378649432	37.1935163643387	34.1939154209635	38.3724714292083	31.7894636117798	40.1707372737809	36.452956909361	39.5488614140934	34.8633042082739	32.2064270961798
34.7422905210594	48.6351092851518	33.5931461008084	40.7439650280044	36.8060526120235	29.7235770545401	39.2210299230381	37.8141086975901	34.0483991773841	29.2215047324706	36.9151297215371	39.7031999762216	35.482789540153	35.8523029150447	34.7468835992987	NaN	NaN	NaN	29.7609029026649	37.2104108530587	40.3050541612803	NaN	29.2081558765828	37.0828049450957	34.4129455728741	36.6171649775611	41.8285521975573	39.6445667711785	31.6208732871622	43.4097467790112	34.4771321158447	42.2171367222907	39.5819726011114	36.966031005217	36.4412417154576	36.173553247448
31.9329411240229	47.4335641799028	33.7715689770448	40.4749664848476	37.1028100107003	27.3192777530094	37.0932237790291	38.7853899065531	36.0408299052048	30.421743097453	38.12755472393	37.2119454391465	36.286492429758	36.7110934969617	33.2012324696934	NaN	NaN	NaN	28.6344445930483	37.5693220792344	38.8274130987234	NaN	28.3344508344107	34.4720195594661	31.7856111259695	38.6758138429077	40.4673419508209	40.4323159208415	29.9623308717552	36.966528489711	30.5425758093511	44.3840028532366	39.7427017992185	36.4614842587633	36.6496763696341	36.1494808166662
33.9676808750966	44.9648770552731	35.91111324091	42.8888923890755	36.8459869203329	29.0616886590585	39.0426135282929	38.4118341208285	38.2286412381546	29.8063128026859	35.9088971462545	38.7235634148153	34.6740767150964	35.5818535577909	30.9460437405283	NaN	NaN	NaN	31.4839824652649	40.2437523775559	39.9306136218402	NaN	28.5173998335513	37.7180180715729	32.6496040413045	38.4092941526116	36.8276937365331	36.4150222882615	26.4320505200594	38.9574150407893	33.0140463630285	43.00812091309	40.7105319227969	35.557193081602	34.3885472727002	37.8421899610686
33.0865763195435	49.6356708386598	39.0743982169391	40.8056390151178	38.8865406337316	28.0834979417753	39.9230069992421	40.4910154230186	40.811241467704	26.0314293780274	40.0320999762244	37.1869115440051	36.5453846382454	34.8203940037736	34.7669354191737	NaN	NaN	NaN	29.6775171655322	39.6060379545556	38.7980832095097	NaN	29.7917866325818	36.0467443381085	32.5314946286088	35.2174862543466	41.3853278651986	39.1703212767854	19.1574719526874	41.1674904536202	33.8393304407263	43.2964326581564	43.9242804713154	39.1745762434798	34.8733963413728	35.0804323858487
33.8060919642725	44.4941458268325	37.0117117130503	39.1145262719924	39.2801396834832	30.4372908307326	38.3736222063719	39.2457167902298	38.7062756113189	24.3887072808321	36.961958162477	37.4224324966935	35.0649034175335	35.9928256024723	31.7920405252837	NaN	NaN	NaN	29.9510113094265	37.7218253425675	39.1006114867375	NaN	26.5700772866443	36.8644197589574	33.0511889192724	37.4293083517822	35.4586866345754	37.8010376391221	17.7740117091146	39.7068893642941	35.0335609843081	43.9904118136439	39.5095961487029	37.93597366896	34.3662979804734	38.1667017356158
29.3990193164933	42.2626998796487	36.1937891170614	38.2756753383749	35.6720296595688	27.4348645274438	35.2337444279346	38.3258100940466	1.02315336474857	22.6439205752574	38.1343637363127	34.4997215329064	34.595549021355	35.034229917844	33.752688536281	NaN	NaN	NaN	29.7316919327032	36.2734395292509	36.9543665215518	NaN	26.6375107742606	33.8975949592819	30.7999271797768	35.3809854090518	36.273030978382	38.7966235792289	18.0584871901564	33.8083103530251	30.8785989835646	34.6584430248105	39.4750390061964	36.3584530567361	34.0185170933187	36.3930757800891
31.9585081280276	46.670521279125	34.7831982644616	40.7608958549993	34.3176717296317	30.9264261832231	38.541454469805	35.2343550879696	38.7327224913083	31.549942951375	35.7083838713991	34.2224140134013	31.9925786322373	29.9592536736847	34.8068546637744	NaN	NaN	NaN	26.3879966712734	37.3025206587004	36.7310890530039	NaN	29.5921163848189	2.37611715083469	31.8071984071559	36.623816217662	38.4698413335116	33.9046007073439	5.21004175148209	36.9133737517831	29.8013141549526	38.4201225763316	35.2993795316772	37.3678715659034	36.2461419358673	2.41219793275513
32.1698114329019	46.7616228748068	35.2562289527263	39.7013676547062	34.2983247131562	27.6921787917069	41.871577070518	33.0995131264207	40.4811570518059	31.5061503142691	35.2434778732131	35.9296068467505	35.2634648699244	36.4109723336602	33.3218909242174	NaN	NaN	NaN	30.1693396352611	38.4227147357784	40.3987267431493	NaN	28.8092451260104	2.45908051269106	33.8645311338981	38.1551560178306	40.298559032421	36.7871055837865	0.253486582067836	41.4929439912027	31.5702433986656	39.4224642634254	39.3224022761377	36.6081204862246	36.7134916201117	0.70970892241894
31.945727532097	47.081101997147	32.7412251084824	42.3635716089922	40.2047250787612	30.0014126476926	41.6394979272225	38.8900196162934	41.4309538315229	32.70156424581	37.1501509792849	35.987473143044	36.9169242199109	36.2546355234614	34.2567477826804	NaN	NaN	NaN	30.1586085508711	36.1675644111616	40.2939820510535	NaN	28.9994642193654	1.87394816959977	34.6516347154109	39.6746855682358	39.1388167825518	41.1144279346211	9.36227116024725	39.5775288680171	32.5974373300444	41.0038567841062	38.4966716191721	39.0213653246174	39.1466438814177	2.09600689081617
33.5543305893191	47.1525367810968	38.2700059444197	42.2131968321422	39.5117817014446	31.2092806717694	39.3299359517335	38.6839442124504	39.2243660884031	33.8641322952573	40.0696923785333	35.7926833870704	34.5128723609728	35.2485453167492	33.6010180975305	NaN	NaN	NaN	30.1384449167026	37.501036096952	38.4169782301805	NaN	30.7295392390012	2.30204681141771	33.3901249572828	38.1164041604755	39.7453780775917	38.6553325013371	16.9264330718022	43.3560085326515	34.3963781036865	38.9608258298416	39.3743269787967	39.0377302509397	38.0360021396413	1.83007009623384
31.9837346389884	48.6832797408541	31.960647725753	39.3260316163252	33.9153057463064	25.2928135729255	42.4700332768815	35.4203299054865	40.7143683404913	36.9434106339043	40.1997838969835	38.4365210283846	35.2999793471316	19.9518026183283	31.9763893016345	NaN	NaN	NaN	28.6062490711844	37.0267880228843	40.405597259989	NaN	27.8091055267421	1.79177639493264	32.0667640502868	38.7566014829784	40.644327870314	35.7631075981339	20.6877429709327	37.2629746600282	32.503528729996	42.0776120290027	39.2845292998931	36.0278832008322	35.7857189561909	2.68129499821788
36.0721992182275	50.7305262219316	36.5796760580124	42.3782353989927	37.6806524000594	30.6782053263583	29.5494855896199	39.7734962031712	40.6709819305754	43.989838618599	40.9934225393993	40.115921060453	37.6240795768579	33.5165433933109	34.6094696800844	NaN	NaN	NaN	31.234088578435	40.4719399901916	42.3483388556231	NaN	27.240460450046	1.36445533526398	34.334378259513	41.0145356166013	42.4344917974323	39.8633227824588	29.0897337216559	42.6146045806519	34.362337934416	43.6705171184023	45.2663734973774	37.8136779696276	34.3351093545703	1.09890281573007
