pedestal_diff1	pedestal_diff2	pedestal_diff3	pedestal_diff4	pedestal_diff5	pedestal_diff6	pedestal_diff7	pedestal_diff8	pedestal_diff9	pedestal_diff10	pedestal_diff11	pedestal_diff12	pedestal_diff13	pedestal_diff14	pedestal_diff15	pedestal_diff16	pedestal_diff17	pedestal_diff18	pedestal_diff19	pedestal_diff20	pedestal_diff21	pedestal_diff22	pedestal_diff23	pedestal_diff24	pedestal_diff25	pedestal_diff26	pedestal_diff27	pedestal_diff28	pedestal_diff29	pedestal_diff30	pedestal_diff31	pedestal_diff32	pedestal_diff33	pedestal_diff34	pedestal_diff35	pedestal_diff36
33.5044768867294	46.7137599571989	38.2710052155307	40.5850012629828	39.1177479753325	32.2179373523337	41.4434670231729	36.6595786783931	39.410360735139	46.6614865166035	40.0008605729229	39.942323604589	34.8152111839075	16.253563944881	32.106631303676	NaN	NaN	NaN	30.9331672809416	37.421472367111	39.2916344725111	NaN	28.143394263635	2.81079002480428	34.1261935752281	40.3534581661465	43.3464279239788	37.6099114373598	27.7042607946272	41.5739546460999	33.2670454342852	40.5591073604136	44.2929088342373	37.6749421973907	36.6205854470349	0.506261138172761
33.3115389415505	45.1227866684497	37.1201644702631	40.1861042434328	35.834259859134	30.5604889285184	8.08863761582768	36.9757607452198	40.8695513296687	65.6520658504695	38.525919531691	40.609498417698	33.6936586235588	33.4834720468288	29.3435152883844	NaN	NaN	NaN	31.5861534575495	37.1711837608108	40.9186715603965	NaN	28.1887785522151	1.45922119582974	33.5910358968263	38.2895106579065	42.6112830569917	39.794348756352	30.1285491612059	44.1177804196635	33.3941618874989	42.1473254086181	42.0374416116955	39.6896529387294	38.1530994933963	2.73804289066442
34.0653690417836	47.2396476320637	37.683392560019	43.4241174198532	40.8508714062848	29.5238462681466	37.8699910860199	36.5474424651225	41.6385937337513	29.5587426466219	37.9160039519232	38.7162827769607	36.9418014378231	33.6397352587244	36.3797749387209	NaN	NaN	NaN	30.2304384009511	38.0647425131902	39.1342256032331	NaN	27.5934157724206	38.4706883433395	33.4046967400672	38.8683210984635	41.168048204229	35.7509226654781	32.6609389392363	41.4322492532212	34.3177047426602	39.6006259378668	40.8786009538951	37.9727915131344	38.291558595897	36.5728880303143
35.9215979496323	46.7860808200862	36.7949933141176	41.1195617813958	38.8114374860709	29.799760769105	38.2352867945271	38.2134309952903	35.4915925837889	29.5094681325211	38.0082935924292	41.8341958873173	36.3056591047525	35.1699084912948	33.9778506589015	NaN	NaN	NaN	28.6766324862535	39.3081249628441	37.1261101948023	NaN	27.9243045875377	35.8282825040129	30.1641656263004	41.4262791665428	39.7167203078798	38.8959502904428	31.9056817641465	41.672182596291	35.4639422391253	38.1864190193165	37.0766141685487	39.3951449243066	39.4348142644874	32.3515695946749
33.5820592473741	49.3358704693999	39.5747617066793	41.3994339958998	40.0167858310303	31.6661549433895	38.7309983212752	37.5990194621899	38.9529407045329	30.9318138871557	39.8351106125663	38.0600612038743	34.45825567574	36.6063229285831	34.6088439770043	NaN	NaN	NaN	32.2546406705106	39.2296314021581	40.4231480876103	NaN	32.2158751393534	37.1460160487406	34.0641165106257	40.4160180094505	39.6024325770071	39.376985782413	31.6471155103739	41.6129940262133	37.3802156242105	36.352805242277	38.104861872706	42.6922882615156	39.2265054834012	33.2754412529533
31.8387016266805	47.9429990045908	36.142950956067	41.4118172094128	39.65515970881	28.4329544441473	38.5673302031173	36.5552940477428	37.5282808414547	26.7279744484884	37.1535380112615	37.4923806057725	32.7091132770712	31.5674180802709	29.9083427909326	NaN	NaN	NaN	29.2991700227371	34.6150430957618	40.1737522102854	NaN	27.1176289119387	37.2365365752163	28.9368429811007	35.855787049419	38.7302685351681	36.5613250219178	31.4163139906382	41.6667894666449	31.9951942764595	36.1051032781526	41.6951908215432	36.5070171058302	36.8406143674318	34.137562121032
35.0308321820639	49.3925715007354	36.1730499309197	39.6952550254803	38.7550071318198	32.3673430698144	35.7467740210351	37.4134652523992	35.6779983361559	25.0687967914438	34.5255728230347	39.0864028050157	37.111217091579	37.8310974124358	33.4720513734754	NaN	NaN	NaN	30.8618837306069	37.555481785348	40.309029957204	NaN	29.2207315586867	37.6413276756387	33.8074968052543	37.378303613885	41.2579705213735	38.8456054797778	29.4606616543588	39.6687895495549	32.8398005765744	35.4834484500847	39.6357743004473	39.2631045139818	40.2220495749867	36.5332414080029
31.8911363332492	47.3590660703939	35.2202094691961	40.6298432834712	36.3989272713766	26.621354924974	40.1719727850734	41.0558696394884	40.2792072735916	23.6631024494586	38.7154271028315	36.6737295690936	33.7301337295691	33.9777926322044	35.1584238985115	NaN	NaN	NaN	30.7134150691039	39.338931167229	36.7490942594326	NaN	30.2387587498328	38.6533820797479	30.5353478764823	35.2851613861975	38.8830718021873	40.6116717180722	29.2140736557382	43.8389253447456	36.1332519020447	33.4897393836736	38.6732686507288	38.3237678101832	36.678918806467	36.3033739021889
34.2052970885324	46.1819112536755	38.4597095743891	40.5243075711888	38.5248369605586	25.9468149270583	37.1670854689427	35.0965416839979	34.8266698854605	19.151683256574	41.4890950548879	38.0783004011291	34.9563878406086	35.5682612312812	31.2801039948894	NaN	NaN	NaN	28.7933481943825	37.9510862135576	39.154532810271	NaN	28.766623569624	32.4826961316114	31.7881872213968	34.5959116087738	40.7244502555569	41.1649783807075	29.0195735385896	39.1826397146255	30.1762309601295	35.539097824795	37.7030731511612	34.7422131756455	35.7615772739429	36.0172850732519
32.0712184249629	46.4843961137356	37.2722210337092	38.5417007055328	36.2347634116266	24.2960054670787	36.2493184485346	33.9673883988239	39.679946225378	19.0291452077579	34.1951633986928	35.4448859939692	34.9508240746242	35.530296192867	36.1430756432349	NaN	NaN	NaN	26.6335931881	36.5595899166159	38.553898597242	NaN	26.2614803697209	34.6483633553297	27.5337113907501	39.6138187221397	3.50178713040378	34.6289629299458	23.5432571063463	35.7168581407446	34.2968660020503	34.9149193943807	34.3011895385987	35.7434408011054	36.8899784537201	35.1048236919922
31.8858072518233	43.4862716698605	36.9585722775219	36.3757555036939	34.8197447643979	25.4206227068138	38.0492976409769	36.9024204928626	38.1508230208132	20.9319029933893	34.0244874918296	39.6788680758775	32.9398052613597	33.5508783813895	34.6730453384039	NaN	NaN	NaN	30.3318058610236	34.5749747369672	36.7859970879268	NaN	25.857943878006	36.37449546738	30.3710728720875	36.7779541739725	39.6577459996731	36.1801990848042	26.8640522545552	38.7722882615156	33.4859595239157	32.3367310549777	36.0258246656761	35.4897080454647	34.5249721417428	31.3638754160723
31.4964329222998	47.2897496768826	38.627088953592	39.2940170940171	33.5425007428537	27.3787071949607	39.0314682987699	38.3456291312033	35.8153026724304	26.3796809126966	37.2739504412158	40.9046958601328	34.4097474559905	35.5838284661775	33.6501426024955	NaN	NaN	NaN	29.2425869012766	36.7335992986836	38.4510617049102	NaN	28.1324400392309	33.9488329519451	32.1774091739848	36.7307924320953	36.2093246154989	39.7368549609247	29.0792885269775	40.2959290957178	35.1168265572991	39.4138325061666	37.925881758614	40.8339094258885	38.9232838038633	37.2570302399881
35.2022142666152	47.0424831397249	37.3905508348684	40.1890956687292	36.857221396731	27.5181723625557	39.6333022861981	37.9018073506254	37.2506469583303	27.0783016401236	36.6983967876264	36.7250607600202	36.6819202946987	37.2589612859138	34.4852889443504	NaN	NaN	NaN	30.0865398335315	35.397536257727	35.5338349976224	NaN	30.4262511887779	36.2710625650171	33.3032808203909	39.6397763488127	39.7011492459698	42.6531366081246	32.2783573041721	41.5219929851678	30.8145389428007	36.8855625715007	39.3226974906028	36.2707674021246	38.3928719373579	36.3576723728007
32.2514849808361	47.0778441859429	37.0584174243775	43.5786935852869	39.2797177155762	28.1176102460478	37.7680750776178	39.3586193065335	36.1329568007606	29.327030158966	36.907949936864	39.3645270601518	34.0055069901499	35.1598022905186	33.0129965829743	NaN	NaN	NaN	31.1351393119845	37.0165981097307	39.2979917984072	NaN	28.1074751077426	37.7404669272265	32.9309321605801	36.5855396549418	42.4811852446108	38.1132122905028	32.9344427934621	38.0943742384165	34.1073602959749	40.3290006092034	39.7717434464721	38.550065524568	41.6770542866059	36.6792059859416
32.4850512553855	46.8305645772357	34.5812089071111	40.9552121680692	39.9751096018666	27.8523935814575	37.4225326122485	37.3045616588931	34.0069204255066	29.0813150660505	34.1757810803172	39.3443175942709	35.2741201812375	36.7884786903754	30.5857379484513	NaN	NaN	NaN	32.3005386730069	36.0784638818302	38.3043866557694	NaN	26.2343739412132	32.3750794971619	35.0458323054288	35.4202102307338	42.1674640437418	35.7872346368715	35.2121681106868	40.4013938421303	34.0291262482168	38.788859303725	41.3907392602939	38.6141864162494	38.3596433878158	35.056898499034
32.8480024367775	44.2563093469606	37.3373026931476	39.5597295128259	36.7203114042907	26.5566473516083	37.7171007710478	35.7528195377028	36.2408977463492	30.6119227740718	37.7825625900777	39.7989503632501	35.0662720047537	35.3626692315691	35.7078461081402	NaN	NaN	NaN	30.8507707856484	34.8898476855636	39.4867565559765	NaN	26.9787075537591	35.7985488377623	34.7346175679491	37.4545888243422	41.8725686860132	38.0599662689273	36.7353970518307	41.3255202140309	35.8889421291138	37.241426448737	40.3652492607617	37.1312827295153	36.0952330643843	37.8223468220119
31.9226653098213	40.0681747269891	29.8863238898875	39.2463770959686	35.4097951051239	30.5159151351271	37.1822771571191	37.2046536021514	36.6361046813948	33.7509715660933	36.0200604638035	37.5478556253807	31.3138173065494	33.6692151037566	32.7958857872922	NaN	NaN	NaN	30.078389234816	33.5417185572679	36.0781908427576	NaN	27.339366223345	37.51064803805	31.4884574230941	36.1484277159457	40.1541360354203	37.7101622392583	35.6230494872938	38.0317284060684	32.019664170233	36.7897362673284	38.7133580481716	37.0550520059435	39.2386633781053	33.3886558780259
31.1990795631825	33.3623546537536	33.8057329629025	36.542404826295	38.8516140726214	28.7647845468054	38.626894379485	37.7039946520092	34.0502210535699	31.581047314863	38.7887886846836	35.1821449792038	34.3392061086847	31.2318508615567	27.0632036368498	NaN	NaN	NaN	30.0693873456102	33.9119639778874	37.5730729685155	NaN	25.4037039239001	29.6824041734167	32.0666245672427	36.2359564351728	37.4151828298887	34.2305033576989	31.7194733400701	38.6889164289111	31.9265081723626	36.9690797391059	36.9684505682241	36.2459472308058	35.4107408948393	35.1294567688444
