ch	pt	tc	mean	std	median	outliers	mean_w/o_out	std_w/o_out	samples
 0	 0	  0	 154.97	 6.823	155.0	  1	 155.22	 6.372	 100
 0	 0	  1	 172.54	 7.580	173.0	  0	 172.54	 7.580	 100
 0	 0	  2	 228.47	 8.679	228.0	  0	 228.47	 8.679	 100
 0	 0	  3	 322.48	 6.419	323.0	  1	 322.67	 6.173	 100
 0	 0	  4	 403.93	 7.188	404.0	  0	 403.93	 7.188	 100
 0	 0	  5	 469.66	 5.413	469.0	  0	 469.66	 5.413	 100
 0	 0	  6	 524.11	 6.035	524.0	  1	 523.93	 5.787	 100
 0	 0	  7	 567.97	 5.196	568.0	  0	 567.97	 5.196	 100
 0	 0	  8	 600.31	 4.616	601.0	  0	 600.31	 4.616	 100
 0	 0	  9	 626.06	 4.599	626.0	  1	 626.21	 4.362	 100
 0	 0	 10	 643.06	 4.306	642.5	  0	 643.06	 4.306	 100
 0	 0	 11	 652.61	 4.429	652.0	  1	 652.46	 4.205	 100
 0	 0	 12	 654.84	 5.000	654.5	  1	 655.04	 4.605	 100
 0	 0	 13	 647.48	 4.613	647.0	  0	 647.48	 4.613	 100
 0	 0	 14	 639.09	 5.349	640.0	  0	 639.09	 5.349	 100
 0	 0	 15	 624.48	 4.428	624.5	  2	 624.46	 4.095	 100
 0	 0	 16	 611.76	 3.944	611.0	  4	 611.78	 3.489	 100
 0	 0	 17	 594.79	 4.466	594.0	  1	 594.66	 4.284	 100
 0	 0	 18	 575.81	 4.296	576.0	  0	 575.81	 4.296	 100
 0	 0	 19	 555.81	 4.268	556.5	  0	 555.81	 4.268	 100
 0	 0	 20	 536.90	 4.439	537.0	  0	 536.90	 4.439	 100
 0	 0	 21	 515.80	 4.822	516.0	  1	 515.94	 4.640	 100
 0	 0	 22	 493.86	 3.324	494.0	  0	 493.86	 3.324	 100
 0	 0	 23	 474.18	 3.973	474.0	  4	 474.23	 3.426	 100
 0	 0	 24	 454.46	 3.497	454.0	  2	 454.65	 3.256	 100
 0	 0	 25	 433.61	 3.576	434.0	  0	 433.61	 3.576	 100
 0	 0	 26	 414.09	 3.488	414.0	  4	 414.09	 2.977	 100
 0	 0	 27	 394.95	 3.602	395.0	  3	 395.04	 3.234	 100
 0	 0	 28	 375.78	 3.469	376.0	  3	 375.87	 3.084	 100
 0	 0	 29	 356.77	 2.651	357.0	  0	 356.77	 2.651	 100
 0	 0	 30	 339.10	 2.680	339.0	  0	 339.10	 2.680	 100
 0	 0	 31	 323.41	 2.408	323.0	  0	 323.41	 2.408	 100
 0	 0	 32	 308.72	 2.793	309.0	  8	 308.86	 2.063	 100
 0	 0	 33	 294.05	 2.367	294.0	  0	 294.05	 2.367	 100
 0	 0	 34	 281.37	 2.135	281.0	  3	 281.31	 1.928	 100
 0	 0	 35	 270.27	 2.260	270.0	  0	 270.27	 2.260	 100
 0	 0	 36	 261.14	 2.005	261.0	  2	 261.04	 1.899	 100
 0	 0	 37	 250.39	 1.979	250.0	  1	 250.44	 1.912	 100
 0	 0	 38	 241.38	 2.039	242.0	  5	 241.55	 1.569	 100
 0	 0	 39	 234.19	 1.988	234.0	  4	 234.07	 1.694	 100
 0	 0	 40	 226.94	 2.049	226.5	  0	 226.94	 2.049	 100
 0	 0	 41	 220.38	 2.131	220.0	  4	 220.38	 1.860	 100
 0	 0	 42	 214.19	 1.926	214.0	  0	 214.19	 1.926	 100
 0	 0	 43	 208.20	 1.723	208.0	  0	 208.20	 1.723	 100
 0	 0	 44	 202.69	 1.942	203.0	  2	 202.84	 1.623	 100
 0	 0	 45	 197.72	 1.891	197.0	  1	 197.67	 1.824	 100
 0	 0	 46	 193.09	 2.055	193.5	  0	 193.09	 2.055	 100
 0	 0	 47	 188.67	 1.718	189.0	  0	 188.67	 1.718	 100
 0	 0	 48	 184.61	 1.890	185.0	  3	 184.65	 1.714	 100
 0	 0	 49	 181.12	 1.572	181.0	  0	 181.12	 1.572	 100
 0	 0	 50	 177.46	 1.737	177.5	 21	 177.35	 0.975	 100
 0	 0	 51	 174.49	 2.033	174.0	  3	 174.69	 1.698	 100
 0	 0	 52	 172.64	 2.130	173.0	  2	 172.52	 1.975	 100
 0	 0	 53	 169.83	 1.652	170.0	  2	 169.83	 1.506	 100
 0	 0	 54	 168.63	 1.561	169.0	  0	 168.63	 1.561	 100
 0	 0	 55	 166.65	 1.904	166.0	  2	 166.54	 1.754	 100
 0	 0	 56	 165.63	 1.574	165.0	  1	 165.59	 1.519	 100
 0	 0	 57	 163.92	 1.649	164.0	  2	 163.93	 1.466	 100
 0	 0	 58	 162.66	 1.634	162.0	  3	 162.73	 1.373	 100
 0	 0	 59	 161.45	 1.893	161.5	 22	 161.28	 0.938	 100
 0	 0	 60	 159.99	 1.828	160.0	  2	 160.09	 1.700	 100
 0	 0	 61	 158.81	 1.978	159.0	  1	 158.87	 1.899	 100
 0	 0	 62	 157.73	 2.034	157.5	 38	 157.26	 0.676	 100
 0	 0	 63	 157.07	 2.001	157.0	  2	 157.18	 1.852	 100
 0	 0	 64	 155.57	 1.955	155.0	  6	 155.38	 1.518	 100
 0	 0	 65	 155.64	 1.818	155.5	  0	 155.64	 1.818	 100
 0	 0	 66	 154.67	 1.615	154.0	  0	 154.67	 1.615	 100
 0	 0	 67	 154.37	 1.618	154.0	  1	 154.31	 1.523	 100
 0	 0	 68	 153.78	 1.637	154.0	  2	 153.88	 1.501	 100
 0	 0	 69	 153.62	 2.044	154.0	  4	 153.74	 1.656	 100
 0	 0	 70	 153.31	 1.568	154.0	  1	 153.36	 1.481	 100
 0	 0	 71	 153.64	 2.200	154.0	  3	 153.85	 1.873	 100
