ch	pt	CAL_V	mean	std	median	outliers	mean_w/o_out	std_w/o_out	samples
 0	 0	   10	 185.29	 6.127	185.0	  1	 185.08	 5.788	 100
 0	 0	   20	 199.34	 7.251	200.0	  1	 199.04	 6.636	 100
 0	 0	   30	 213.68	 6.918	214.0	  0	 213.68	 6.918	 100
 0	 0	   40	 229.26	 7.030	229.0	  3	 229.07	 6.240	 100
 0	 0	   50	 242.52	 6.457	242.0	  2	 242.14	 5.945	 100
 0	 0	   60	 257.09	 6.595	257.0	  1	 257.32	 6.200	 100
 0	 0	   70	 270.90	 6.711	270.5	  0	 270.90	 6.711	 100
 0	 0	   80	 282.38	 6.182	283.0	  0	 282.38	 6.182	 100
 0	 0	   90	 294.39	 5.747	294.0	  2	 294.01	 5.132	 100
 0	 0	  100	 306.80	 6.136	306.0	  1	 306.63	 5.915	 100
 0	 0	  200	 401.00	 4.522	401.0	  0	 401.00	 4.522	 100
 0	 0	  300	 462.63	 4.752	461.5	  0	 462.63	 4.752	 100
 0	 0	  400	 505.58	 5.605	505.0	  2	 505.60	 5.141	 100
 0	 0	  500	 539.29	 4.495	539.0	  0	 539.29	 4.495	 100
 0	 0	  600	 568.31	 4.779	568.0	  0	 568.31	 4.779	 100
 0	 0	  700	 592.71	 4.922	592.0	  1	 592.58	 4.760	 100
 0	 0	  800	 615.00	 5.330	615.0	  0	 615.00	 5.330	 100
 0	 0	  900	 636.56	 5.634	636.0	  1	 636.78	 5.223	 100
 0	 0	 1000	 654.37	 4.357	654.0	  0	 654.37	 4.357	 100
 0	 0	 1200	 684.08	 5.325	685.0	  0	 684.08	 5.325	 100
 0	 0	 1400	 709.98	 4.695	710.0	  0	 709.98	 4.695	 100
 0	 0	 1600	 730.62	 4.550	731.0	  1	 730.47	 4.334	 100
 0	 0	 1800	 749.61	 5.146	749.0	  1	 749.81	 4.774	 100
 0	 0	 2000	 767.01	 5.454	766.0	  0	 767.01	 5.454	 100
 0	 0	 4000	 883.29	 5.705	883.0	  1	 883.46	 5.459	 100
 0	 0	 6000	 957.84	 5.535	958.0	  0	 957.84	 5.535	 100
 0	 0	 8000	1013.91	 5.464	1014.0	  1	1013.72	 5.139	 100
 0	 0	10000	1059.70	 5.428	1060.0	  0	1059.70	 5.428	 100
 0	 0	12000	1099.43	 5.431	1099.0	  0	1099.43	 5.431	 100
 0	 0	14000	1135.71	 5.012	1135.0	  2	1135.41	 4.581	 100
 0	 0	16000	1168.05	 4.986	1168.0	  1	1168.20	 4.772	 100
 0	 0	18000	1199.57	 5.668	1200.0	  0	1199.57	 5.668	 100
 0	 0	20000	1229.22	 4.657	1229.0	  0	1229.22	 4.657	 100
 0	 0	22000	1255.85	 5.206	1256.0	  1	1255.66	 4.857	 100
 0	 0	24000	1285.02	 6.515	1285.0	  0	1285.02	 6.515	 100
 0	 0	26000	1311.94	 5.912	1313.0	  2	1312.29	 5.443	 100
 0	 0	28000	1336.35	 6.525	1336.0	  0	1336.35	 6.525	 100
 0	 0	30000	1361.73	 5.676	1361.0	  0	1361.73	 5.676	 100
 0	 0	32000	1383.54	 5.504	1384.0	  0	1383.54	 5.504	 100
 0	 0	34000	1406.38	 4.909	1406.0	  0	1406.38	 4.909	 100
 0	 0	36000	1430.88	 4.672	1431.0	  0	1430.88	 4.672	 100
 0	 0	38000	1452.75	 4.918	1453.0	  0	1452.75	 4.918	 100
 0	 0	40000	1476.10	 6.435	1477.0	  1	1476.28	 6.201	 100
 0	 0	42000	1498.09	 4.579	1498.0	  0	1498.09	 4.579	 100
 0	 0	44000	1517.85	 5.555	1518.0	  0	1517.85	 5.555	 100
 0	 0	46000	1538.57	 5.607	1539.0	  0	1538.57	 5.607	 100
 0	 0	48000	1561.03	 6.145	1561.0	  0	1561.03	 6.145	 100
 0	 0	50000	1583.77	 5.316	1583.0	  1	1583.64	 5.171	 100
 0	 0	52000	1604.28	 4.673	1604.0	  0	1604.28	 4.673	 100
 0	 0	54000	1623.78	 5.140	1624.0	  0	1623.78	 5.140	 100
 0	 0	56000	1642.45	 5.695	1642.0	  0	1642.45	 5.695	 100
 0	 0	58000	1661.91	 6.137	1661.0	  1	1661.70	 5.784	 100
 0	 0	60000	1684.71	 5.450	1684.5	  0	1684.71	 5.450	 100
 0	 0	62000	1704.75	 5.328	1705.0	  1	1704.89	 5.170	 100
 0	 0	64000	1724.32	 4.828	1725.0	  1	1724.17	 4.618	 100
 0	 1	   10	 205.71	 9.446	203.0	  1	 205.41	 9.016	 100
 0	 1	   20	 198.28	 3.944	198.0	  3	 198.39	 3.445	 100
 0	 1	   30	 209.23	 4.245	210.0	  2	 209.46	 3.967	 100
 0	 1	   40	 221.67	 3.931	222.0	  0	 221.67	 3.931	 100
 0	 1	   50	 232.52	 3.899	233.0	  4	 232.47	 3.424	 100
 0	 1	   60	 242.95	 3.948	243.0	  2	 243.13	 3.771	 100
 0	 1	   70	 253.01	 4.589	253.0	  0	 253.01	 4.589	 100
 0	 1	   80	 264.12	 3.613	264.0	  2	 263.89	 3.255	 100
 0	 1	   90	 273.64	 3.515	274.0	  3	 273.72	 3.204	 100
 0	 1	  100	 282.29	 3.878	282.0	  0	 282.29	 3.878	 100
 0	 1	  200	 355.15	 4.246	354.0	  0	 355.15	 4.246	 100
 0	 1	  300	 411.52	 3.617	412.0	  0	 411.52	 3.617	 100
 0	 1	  400	 456.46	 4.246	456.0	  0	 456.46	 4.246	 100
 0	 1	  500	 495.82	 4.157	496.0	  0	 495.82	 4.157	 100
 0	 1	  600	 529.87	 4.204	530.0	  0	 529.87	 4.204	 100
 0	 1	  700	 558.74	 3.648	558.0	  0	 558.74	 3.648	 100
 0	 1	  800	 582.65	 4.071	582.5	  1	 582.78	 3.885	 100
 0	 1	  900	 601.14	 3.482	601.0	  1	 601.04	 3.353	 100
 0	 1	 1000	 620.86	 4.117	621.0	  0	 620.86	 4.117	 100
 0	 1	 1200	 652.02	 3.944	653.0	  0	 652.02	 3.944	 100
 0	 1	 1400	 676.19	 3.866	677.0	  0	 676.19	 3.866	 100
 0	 1	 1600	 695.57	 3.973	695.0	  0	 695.57	 3.973	 100
 0	 1	 1800	 714.77	 4.415	714.0	  0	 714.77	 4.415	 100
 0	 1	 2000	 734.30	 4.745	734.0	  1	 734.15	 4.530	 100
 0	 1	 4000	 846.72	 4.207	846.5	  0	 846.72	 4.207	 100
 0	 1	 6000	 914.56	 4.770	914.0	  0	 914.56	 4.770	 100
 0	 1	 8000	 966.50	 4.021	966.0	  0	 966.50	 4.021	 100
 0	 1	10000	1008.82	 3.880	1009.0	  0	1008.82	 3.880	 100
 0	 1	12000	1048.38	 4.119	1049.0	  0	1048.38	 4.119	 100
 0	 1	14000	1082.88	 4.676	1082.0	  0	1082.88	 4.676	 100
 0	 1	16000	1114.98	 4.845	1114.5	  0	1114.98	 4.845	 100
 0	 1	18000	1144.35	 4.641	1144.0	  1	1144.49	 4.432	 100
 0	 1	20000	1171.97	 4.396	1172.0	  5	1171.77	 3.686	 100
 0	 1	22000	1197.43	 4.895	1197.0	  1	1197.28	 4.693	 100
 0	 1	24000	1224.37	 4.992	1225.0	  2	1224.64	 4.656	 100
 0	 1	26000	1248.59	 3.895	1249.0	  0	1248.59	 3.895	 100
 0	 1	28000	1272.69	 4.498	1272.5	  3	1272.82	 4.052	 100
 0	 1	30000	1294.59	 4.248	1295.0	  0	1294.59	 4.248	 100
 0	 1	32000	1318.19	 3.884	1318.0	  2	1318.39	 3.663	 100
 0	 1	34000	1339.16	 4.505	1339.0	  0	1339.16	 4.505	 100
 0	 1	36000	1362.30	 4.626	1362.0	  0	1362.30	 4.626	 100
 0	 1	38000	1383.64	 4.787	1384.0	  0	1383.64	 4.787	 100
