ch	pt	mean	 std	median	outliers	mean_w/o_out	 std_w/o_out	    samples	#-57	#-56	#-55	#-54	#-53	#-52	#-51	#-50	#-49	#-48	#-47	#-46	#-45	#-44	#-43	#-42	#-41	#-40	#-39	#-38	#-37	#-36	#-35	#-34	#-33	#-32	#-31	#-30	#-29	#-28	#-27	#-26	#-25	#-24	#-23	#-22	#-21	#-20	#-19	#-18	#-17	#-16	#-15	#-14	#-13	#-12	#-11	#-10	 #-9	 #-8	 #-7	 #-6	 #-5	 #-4	 #-3	 #-2	 #-1	  #0	  #1	  #2	  #3	  #4	  #5	  #6	  #7	  #8	  #9	 #10	 #11	 #12	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	 #32	 #33	 #34	 #35	 #36	 #37	 #38	 #39	 #40	 #41	 #42	 #43	 #44	 #45	 #46	 #47	 #48	 #49	 #50	 #51	 #52	 #53	 #54	 #55	 #56	 #57	 #58	 #59	 #60	 #61	 #62	 #63	 #64	 #65	 #66	 #67	 #68	 #69	 #70	 #71	 #72	 #73	 #74	 #75	 #76	 #77
 8	 0	 -12.33	   8.74	 -12.2	  17	 -12.34	  7.95	1000   0	   0	   1	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   1	   0	   1	   0	   0	   0	   1	   2	   4	   3	   1	   2	   7	   4	   7	   9	  10	  14	  19	  18	  19	  23	  23	  32	  43	  40	  53	  47	  52	  50	  54	  54	  44	  54	  39	  41	  35	  39	  25	  13	  14	  22	  13	  10	   8	   6	   7	   5	   4	   3	   3	   5	   2	   6	   0	   3	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 1	 -12.01	   7.10	 -11.4	  11	 -11.87	  6.66	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   0	   1	   0	   1	   0	   0	   0	   4	   0	   0	   2	   6	   7	   5	  10	  13	  11	  20	  15	  19	  31	  17	  29	  35	  52	  46	  45	  57	  59	  73	  72	  58	  65	  52	  39	  31	  31	  28	  14	   6	   8	  12	   4	   4	   4	   4	   4	   2	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 2	 -12.33	   5.98	 -12.1	   6	 -12.30	  5.80	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   1	   1	   4	   4	   4	   6	  12	  10	  25	  28	  23	  29	  44	  46	  49	  54	  54	  62	  73	  66	  69	  62	  76	  51	  41	  28	  20	  12	  13	  12	   5	   1	   3	   1	   2	   3	   1	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 3	 -12.14	   5.30	 -11.9	  11	 -12.08	  5.04	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   2	   1	   2	   6	   4	   8	   8	  17	  18	  22	  20	  34	  42	  57	  54	  76	  80	  73	  89	  77	  61	  66	  38	  40	  36	  25	  17	   9	   8	   3	   0	   0	   2	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 4	 -12.13	   4.84	 -12.0	   4	 -12.07	  4.74	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   4	   5	   7	  13	  10	  12	  13	  30	  30	  48	  57	  67	  69	  92	  83	  78	  79	  72	  57	  52	  50	  24	  18	  13	   8	   2	   2	   3	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 5	 -12.20	   4.18	 -12.2	   3	 -12.16	  4.13	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   3	   1	   2	   7	  11	  27	  19	  36	  51	  59	  65	  88	 103	  67	 110	  80	  76	  74	  43	  30	  15	  15	   6	   6	   3	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 6	 -12.35	   4.00	 -12.4	   2	 -12.33	  3.96	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   2	   1	  10	  10	  12	  24	  40	  40	  58	 101	  99	  81	 102	  81	  88	  76	  72	  35	  28	  13	   9	   9	   4	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 7	 -12.32	   3.78	 -12.1	   4	 -12.32	  3.71	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   2	   9	  11	  10	  17	  33	  48	  67	  75	 101	  77	 130	  99	 104	  60	  64	  36	  28	  10	   8	   4	   4	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 0	   2.73	   8.61	   3.2	  14	   2.95	  8.08	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   2	   0	   4	   2	   2	   3	   1	   3	   4	   3	   5	   9	   7	   9	   9	  14	  13	  13	  32	  20	  31	  31	  38	  32	  39	  46	  46	  51	  42	  57	  45	  59	  55	  31	  27	  46	  26	  25	  28	  17	  13	   9	  13	   5	   9	   6	   5	   2	   3	   1	   1	   1	   1	   1	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 1	   3.50	   7.70	   3.9	  13	   3.76	  7.28	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   4	   3	   2	   2	   2	   4	   6	   5	   6	  10	  10	   8	  13	  24	  23	  20	  22	  29	  27	  53	  45	  47	  48	  59	  67	  52	  65	  45	  53	  45	  25	  37	  19	  23	  24	  13	  17	  13	   8	   5	   6	   2	   4	   0	   0	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 2	   2.81	   7.90	   3.0	   4	   2.91	  7.76	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   2	   2	   1	   2	   5	   8	   5	   5	   9	   8	  10	  13	  12	  17	  24	  27	  14	  28	  39	  30	  48	  47	  61	  48	  54	  46	  51	  53	  39	  38	  32	  51	  36	  30	  28	  18	  11	  20	   6	   7	   7	   4	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 3	   3.23	   7.55	   3.2	   1	   3.26	  7.51	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   0	   3	   2	   4	   4	   8	   6	  11	  16	  25	  24	  25	  21	  46	  38	  41	  43	  38	  52	  54	  48	  56	  50	  42	  50	  38	  39	  36	  33	  22	  25	  30	  15	  18	  11	   6	   6	   4	   1	   3	   2	   0	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 4	   3.38	   8.75	   3.3	   3	   3.41	  8.63	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   4	   0	   1	   1	   4	   3	   3	   6	  11	  11	  15	   9	  19	  28	  18	  20	  32	  31	  36	  25	  36	  40	  43	  55	  54	  43	  51	  47	  36	  37	  46	  33	  22	  21	  26	  25	  19	  12	  16	  14	   9	  10	   9	   7	   3	   3	   2	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 5	   3.36	   9.83	   3.4	   2	   3.42	  9.75	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   0	   1	   1	   5	   4	   6	   1	   5	  10	  11	  10	  14	  13	  13	  24	  17	  28	  21	  23	  21	  46	  40	  25	  48	  35	  41	  41	  35	  43	  45	  28	  35	  48	  34	  30	  26	  17	  20	  16	  13	  15	  15	  18	  14	   8	  11	   3	   5	   5	   4	   2	   2	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 6	   3.11	  10.97	   3.6	   0	   3.11	 10.97	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   3	   1	   2	   1	   5	   6	   6	   9	   6	   5	  14	  10	  19	   9	  18	  20	  24	  32	  12	  27	  36	  24	  26	  23	  27	  35	  30	  37	  30	  35	  39	  36	  30	  27	  36	  34	  30	  22	  29	  28	  19	  16	  22	  19	   9	  22	   9	  11	   6	   3	   4	   3	   6	   3	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 7	   3.30	  11.93	   2.7	   0	   3.30	 11.93	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   4	   0	   3	   1	   1	   1	   4	   4	   5	   6	   7	  12	   7	  18	  12	  15	  20	  24	  19	  30	  26	  23	  32	  30	  30	  33	  24	  31	  34	  36	  29	  29	  29	  30	  32	  31	  25	  27	  16	  20	  19	  14	  23	  24	  19	  19	  18	  19	  16	  11	  10	   7	  11	   5	   4	   3	   2	   5	   2	   1	   4	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 0	 -16.38	   8.12	 -16.5	   4	 -16.40	  7.94	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   2	   0	   2	   3	   2	   5	   4	   5	   7	  12	  14	  13	  17	  17	  37	  26	  19	  29	  35	  34	  51	  49	  59	  54	  45	  52	  46	  51	  42	  29	  44	  28	  40	  24	  15	  20	  15	  11	   9	   5	   8	   3	   6	   3	   1	   2	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 1	 -15.53	   7.35	 -15.2	   5	 -15.46	  7.18	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   1	   4	   2	   3	   4	   6	   7	   6	  10	   8	  20	  19	  29	  24	  16	  44	  33	  49	  44	  40	  42	  68	  63	  58	  52	  62	  50	  46	  40	  23	  21	  23	  14	  16	  13	   9	   8	  11	   3	   2	   2	   2	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 2	 -15.87	   7.27	 -15.5	   2	 -15.86	  7.18	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   1	   6	   2	   7	   5	   2	   7	  11	  13	  24	  17	  23	  24	  49	  34	  31	  40	  45	  57	  55	  45	  60	  50	  65	  40	  51	  37	  39	  31	  28	  24	  16	  25	  14	   8	   3	   4	   1	   1	   1	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 3	 -15.78	   7.00	 -15.6	   0	 -15.78	  7.00	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   4	   6	   2	   6	  12	  10	  23	  27	  20	  28	  39	  35	  38	  47	  48	  50	  56	  52	  43	  53	  70	  58	  54	  44	  28	  24	  24	  13	  23	  19	  14	   8	   4	   3	   7	   3	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 4	 -15.47	   7.97	 -15.3	   1	 -15.44	  7.93	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   1	   0	   3	   2	   0	   7	   5	  10	  13	  12	  16	  15	  27	  22	  24	  33	  33	  41	  40	  46	  49	  40	  43	  50	  54	  53	  51	  38	  43	  32	  33	  39	  13	  21	  16	  17	  21	   8	   6	   7	   2	   7	   2	   1	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 5	 -15.63	   9.01	 -15.2	   0	 -15.63	  9.01	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   4	   4	   6	  11	  11	  11	  17	  13	  16	  25	  30	  30	  24	  42	  32	  38	  34	  29	  40	  27	  35	  66	  33	  41	  42	  51	  39	  32	  30	  25	  29	  19	  19	  15	   9	  15	  19	   6	  10	   7	   1	   2	   3	   2	   0	   2	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 6	 -15.43	   9.81	 -15.1	   0	 -15.43	  9.81	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   1	   2	   2	   5	  10	  12	   8	  13	  18	  19	  18	  25	  24	  25	  15	  20	  26	  31	  33	  20	  34	  37	  46	  42	  41	  36	  40	  32	  31	  33	  33	  45	  27	  25	  31	  18	  24	  17	  14	  18	  11	  11	   8	   7	   3	   3	   1	   2	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 7	 -15.51	  10.55	 -15.7	   0	 -15.51	 10.55	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   2	   6	   3	   6	  11	   8	  10	  12	  23	  19	  21	  20	  19	  24	  27	  37	  28	  38	  28	  32	  26	  32	  40	  33	  29	  34	  32	  35	  32	  28	  24	  30	  33	  27	  21	  25	  23	  27	  13	  11	   7	  17	   7	  14	   7	   2	   5	   2	   3	   3	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 0	 -14.76	   5.47	 -14.4	   7	 -14.71	  5.30	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   1	   3	   5	   4	   8	  13	  11	  21	  23	  17	  33	  47	  44	  58	  60	  74	  68	  81	  76	  64	  74	  53	  48	  34	  27	  14	  11	  13	   3	   5	   1	   2	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 1	 -14.17	   4.68	 -14.0	   5	 -14.16	  4.58	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   2	   4	   5	  10	  11	  11	  26	  32	  22	  36	  63	  67	  66	  94	  92	  80	  89	  65	  69	  54	  37	  25	  15	  10	   8	   0	   0	   2	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 2	 -14.42	   4.60	 -14.2	   3	 -14.44	  4.53	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   7	   7	   5	  11	  13	  19	  31	  38	  54	  63	  68	  87	  78	  72	  76	  83	  79	  64	  46	  50	  24	   9	   7	   4	   0	   1	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 3	 -14.58	   4.06	 -14.3	   6	 -14.53	  3.94	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   2	   1	   5	   9	  13	  15	  28	  43	  62	  45	  74	  85	  99	  97	 101	 106	  57	  59	  42	  18	  19	   9	   2	   5	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 4	 -14.45	   3.97	 -14.2	   4	 -14.40	  3.90	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   3	   3	   5	   5	  14	  19	  19	  33	  54	  50	  88	  83	  93	 106	 102	  88	  70	  63	  46	  27	  14	   6	   3	   4	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 5	 -14.53	   3.94	 -14.5	   0	 -14.53	  3.94	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   2	   2	   6	  10	  19	  33	  37	  44	  78	  83	  74	 108	  94	  74	  94	  71	  72	  41	  25	  20	   6	   3	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
