# ASIC configuration for the measurements:
# ------------------------------------------------------------------------------
# Mode = 001 
# Bias = 0110 
# CSArefs = 0011 
# Shaper = 101 
# Leakage mask = 00000000000000000000000000000000 
# Discr. enable mask = 00000000000000000000000000000000 
# Calibration mask = 11111111111111111111111111111111 
# Threshold = 128 
# FineTHR[0] = 011 
# FineTHR[1] = 011 
# FineTHR[2] = 011 
# FineTHR[3] = 011 
# FineTHR[4] = 011 
# FineTHR[5] = 011 
# FineTHR[6] = 011 
# FineTHR[7] = 011 
# FineTHR[8] = 011 
# FineTHR[9] = 011 
# FineTHR[10] = 011 
# FineTHR[11] = 011 
# FineTHR[12] = 011 
# FineTHR[13] = 011 
# FineTHR[14] = 011 
# FineTHR[15] = 011 
# FineTHR[16] = 011 
# FineTHR[17] = 011 
# FineTHR[18] = 011 
# FineTHR[19] = 011 
# FineTHR[20] = 011 
# FineTHR[21] = 011 
# FineTHR[22] = 011 
# FineTHR[23] = 011 
# FineTHR[24] = 011 
# FineTHR[25] = 011 
# FineTHR[26] = 011 
# FineTHR[27] = 011 
# FineTHR[28] = 011 
# FineTHR[29] = 011 
# FineTHR[30] = 011 
# FineTHR[31] = 011 
# ------------------------------------------------------------------------------
# Event data block #1
# Delay	DAC	Type	CH#	Value
52	10	00	0	203
52	10	00	1	187
52	10	00	2	178
52	10	00	3	211
52	10	00	4	233
52	10	00	5	172
52	10	00	6	197
52	10	00	7	187
52	10	00	8	189
52	10	00	9	197
52	10	00	10	183
52	10	00	11	182
52	10	00	12	167
52	10	00	13	202
52	10	00	14	234
52	10	00	15	194
52	10	00	16	178
52	10	00	17	202
52	10	00	18	205
52	10	00	19	219
52	10	00	20	177
52	10	00	21	171
52	10	00	22	215
52	10	00	23	214
52	10	00	24	174
52	10	00	25	186
52	10	00	26	240
52	10	00	27	187
52	10	00	28	254
52	10	00	29	184
52	10	00	30	193
52	10	10	31	250
52	10	00	0	210
52	10	00	1	194
52	10	00	2	180
52	10	00	3	212
52	10	00	4	239
52	10	00	5	182
52	10	00	6	203
52	10	00	7	186
52	10	00	8	191
52	10	00	9	208
52	10	00	10	197
52	10	00	11	187
52	10	00	12	165
52	10	00	13	206
52	10	00	14	231
52	10	00	15	197
52	10	00	16	181
52	10	00	17	196
52	10	00	18	206
52	10	00	19	219
52	10	00	20	176
52	10	00	21	178
52	10	00	22	218
52	10	00	23	212
52	10	00	24	178
52	10	00	25	186
52	10	00	26	244
52	10	00	27	193
52	10	00	28	257
52	10	00	29	184
52	10	00	30	195
52	10	10	31	245
52	10	00	0	210
52	10	00	1	198
52	10	00	2	187
52	10	00	3	218
52	10	00	4	245
52	10	00	5	197
52	10	00	6	214
52	10	00	7	192
52	10	00	8	193
52	10	00	9	209
52	10	00	10	196
52	10	00	11	186
52	10	00	12	167
52	10	00	13	201
52	10	00	14	234
52	10	00	15	195
52	10	00	16	180
52	10	00	17	199
52	10	00	18	210
52	10	00	19	218
52	10	00	20	182
52	10	00	21	176
52	10	00	22	221
52	10	00	23	213
52	10	00	24	180
52	10	00	25	187
52	10	00	26	239
52	10	00	27	190
52	10	00	28	253
52	10	00	29	186
52	10	00	30	197
52	10	10	31	247
52	10	00	0	203
52	10	00	1	188
52	10	00	2	180
52	10	00	3	217
52	10	00	4	240
52	10	00	5	183
52	10	00	6	204
52	10	00	7	186
52	10	00	8	185
52	10	00	9	210
52	10	00	10	197
52	10	00	11	183
52	10	00	12	160
52	10	00	13	196
52	10	00	14	226
52	10	00	15	189
52	10	00	16	168
52	10	00	17	193
52	10	00	18	200
52	10	00	19	205
52	10	00	20	168
52	10	00	21	164
52	10	00	22	205
52	10	00	23	201
52	10	00	24	168
52	10	00	25	181
52	10	00	26	235
52	10	00	27	185
52	10	00	28	249
52	10	00	29	180
52	10	00	30	189
52	10	10	31	242
52	10	00	0	205
52	10	00	1	184
52	10	00	2	181
52	10	00	3	214
52	10	00	4	241
52	10	00	5	178
52	10	00	6	201
52	10	00	7	185
52	10	00	8	183
52	10	00	9	185
52	10	00	10	161
52	10	00	11	174
52	10	00	12	152
52	10	00	13	196
52	10	00	14	222
52	10	00	15	181
52	10	00	16	172
52	10	00	17	193
52	10	00	18	202
52	10	00	19	213
52	10	00	20	168
52	10	00	21	166
52	10	00	22	210
52	10	00	23	203
52	10	00	24	175
52	10	00	25	182
52	10	00	26	235
52	10	00	27	186
52	10	00	28	253
52	10	00	29	183
52	10	00	30	189
52	10	10	31	245
52	10	00	0	205
52	10	00	1	194
52	10	00	2	181
52	10	00	3	213
52	10	00	4	242
52	10	00	5	181
52	10	00	6	208
52	10	00	7	193
52	10	00	8	196
52	10	00	9	201
52	10	00	10	192
52	10	00	11	185
52	10	00	12	164
52	10	00	13	204
52	10	00	14	232
52	10	00	15	186
52	10	00	16	164
52	10	00	17	188
52	10	00	18	194
52	10	00	19	209
52	10	00	20	164
52	10	00	21	161
52	10	00	22	204
52	10	00	23	196
52	10	00	24	167
52	10	00	25	181
52	10	00	26	233
52	10	00	27	188
52	10	00	28	249
52	10	00	29	181
52	10	00	30	189
52	10	10	31	236
52	10	00	0	200
52	10	00	1	182
52	10	00	2	178
52	10	00	3	207
52	10	00	4	233
52	10	00	5	166
52	10	00	6	195
52	10	00	7	180
52	10	00	8	185
52	10	00	9	202
52	10	00	10	185
52	10	00	11	178
52	10	00	12	162
52	10	00	13	194
52	10	00	14	226
52	10	00	15	193
52	10	00	16	173
52	10	00	17	191
52	10	00	18	200
52	10	00	19	214
52	10	00	20	174
52	10	00	21	167
52	10	00	22	212
52	10	00	23	210
52	10	00	24	171
52	10	00	25	180
52	10	00	26	236
52	10	00	27	184
52	10	00	28	244
52	10	00	29	179
52	10	00	30	192
52	10	10	31	244
52	10	00	0	208
52	10	00	1	194
52	10	00	2	183
52	10	00	3	215
52	10	00	4	244
52	10	00	5	188
52	10	00	6	221
52	10	00	7	186
52	10	00	8	175
52	10	00	9	202
52	10	00	10	185
52	10	00	11	174
52	10	00	12	153
52	10	00	13	189
52	10	00	14	223
52	10	00	15	187
52	10	00	16	165
52	10	00	17	190
52	10	00	18	191
52	10	00	19	204
52	10	00	20	163
52	10	00	21	157
52	10	00	22	201
52	10	00	23	199
52	10	00	24	164
52	10	00	25	177
52	10	00	26	233
52	10	00	27	182
52	10	00	28	246
52	10	00	29	178
52	10	00	30	191
52	10	10	31	240
52	10	00	0	189
52	10	00	1	178
52	10	00	2	169
52	10	00	3	197
52	10	00	4	212
52	10	00	5	148
52	10	00	6	168
52	10	00	7	178
52	10	00	8	175
52	10	00	9	165
52	10	00	10	150
52	10	00	11	166
52	10	00	12	145
52	10	00	13	180
52	10	00	14	212
52	10	00	15	173
52	10	00	16	162
52	10	00	17	183
52	10	00	18	191
52	10	00	19	201
52	10	00	20	160
52	10	00	21	160
52	10	00	22	199
52	10	00	23	196
52	10	00	24	163
52	10	00	25	178
52	10	00	26	228
52	10	00	27	178
52	10	00	28	245
52	10	00	29	177
52	10	00	30	183
52	10	10	31	239
52	10	00	0	212
52	10	00	1	201
52	10	00	2	194
52	10	00	3	221
52	10	00	4	262
52	10	00	5	208
52	10	00	6	227
52	10	00	7	190
52	10	00	8	190
52	10	00	9	224
52	10	00	10	205
52	10	00	11	190
52	10	00	12	166
52	10	00	13	206
52	10	00	14	235
52	10	00	15	200
52	10	00	16	178
52	10	00	17	194
52	10	00	18	205
52	10	00	19	217
52	10	00	20	173
52	10	00	21	170
52	10	00	22	213
52	10	00	23	211
52	10	00	24	172
52	10	00	25	180
52	10	00	26	237
52	10	00	27	189
52	10	00	28	251
52	10	00	29	181
